============ Start of Season ============
2007-10-30 | w: UTA | L: GSW
2008-02-04 | w: CHI | L: SEA
2008-02-05 | w: PHI | L: WAS
2008-02-05 | w: LAL | L: NJN
2008-02-05 | w: CLE | L: BOS
2008-02-05 | w: SAS | L: IND
2008-02-05 | w: MIL | L: MEM
2008-02-06 | w: IND | L: NYK
2008-02-06 | w: NOH | L: PHX
2008-02-06 | w: BOS | L: LAC
2008-02-06 | w: ORL | L: NJN
2008-02-06 | w: DET | L: MIA
2008-02-06 | w: POR | L: CHI
2008-02-06 | w: ATL | L: LAL
2008-02-06 | w: DAL | L: MIL
2008-02-06 | w: UTA | L: DEN
2008-02-06 | w: SEA | L: SAC
2008-02-06 | w: SAS | L: WAS
2008-02-07 | w: PHI | L: MIA
2008-02-07 | w: CHI | L: GSW
2008-02-07 | w: HOU | L: CLE
2008-02-08 | w: SAS | L: NYK
2008-02-08 | w: PHX | L: SEA
2008-02-08 | w: LAL | L: ORL
2008-02-08 | w: DET | L: POR
2008-02-08 | w: CLE | L: ATL
2008-02-08 | w: DAL | L: MEM
2008-02-08 | w: DEN | L: WAS
2008-02-08 | w: SAC | L: UTA
2008-02-08 | w: BOS | L: MIN
2008-02-08 | w: LAC | L: TOR
2008-02-08 | w: NJN | L: CHA
2008-02-09 | w: PHI | L: LAC
2008-02-09 | w: GSW | L: SAC
2008-02-09 | w: HOU | L: ATL
2008-02-09 | w: UTA | L: CHI
2008-02-09 | w: IND | L: POR
2008-02-09 | w: NYK | L: MIL
2008-02-09 | w: NOH | L: MEM
2008-02-10 | w: PHX | L: WAS
2008-02-10 | w: BOS | L: SAS
2008-02-10 | w: NJN | L: DAL
2008-02-10 | w: DEN | L: CLE
2008-02-10 | w: DET | L: CHA
2008-02-10 | w: LAL | L: MIA
2008-02-10 | w: TOR | L: MIN
2008-02-11 | w: PHI | L: DAL
2008-02-11 | w: GSW | L: WAS
2008-02-11 | w: HOU | L: POR
2008-02-11 | w: CLE | L: ORL
2008-02-11 | w: LAC | L: MIL
2008-02-11 | w: SAS | L: TOR
2008-02-11 | w: LAL | L: CHA
2008-02-12 | w: NOH | L: CHI
2008-02-12 | w: NJN | L: MIN
2008-02-12 | w: DEN | L: MIA
2008-02-12 | w: BOS | L: IND
2008-02-12 | w: DET | L: ATL
2008-02-12 | w: MEM | L: SAC
2008-02-13 | w: PHI | L: MEM
2008-02-13 | w: GSW | L: PHX
2008-02-13 | w: BOS | L: NYK
2008-02-13 | w: SAS | L: CLE
2008-02-13 | w: HOU | L: SAC
2008-02-13 | w: ORL | L: DEN
2008-02-13 | w: WAS | L: LAC
2008-02-13 | w: DET | L: IND
2008-02-13 | w: NOH | L: MIL
2008-02-13 | w: DAL | L: POR
2008-02-13 | w: LAL | L: MIN
2008-02-13 | w: TOR | L: NJN
2008-02-13 | w: CHA | L: ATL
2008-02-13 | w: UTA | L: SEA
2008-02-14 | w: CHI | L: MIA
2008-02-14 | w: PHX | L: DAL
2008-02-19 | w: SAS | L: CHA
2008-02-19 | w: LAL | L: ATL
2008-02-19 | w: HOU | L: CLE
2008-02-19 | w: ORL | L: DET
2008-02-19 | w: SAC | L: POR
2008-02-19 | w: UTA | L: GSW
2008-02-19 | w: DEN | L: BOS
2008-02-19 | w: MIN | L: PHI
2008-02-19 | w: NYK | L: WAS
2008-02-19 | w: SEA | L: MEM
2008-02-20 | w: PHI | L: NYK
2008-02-20 | w: GSW | L: BOS
2008-02-20 | w: LAL | L: PHX
2008-02-20 | w: NJN | L: CHI
2008-02-20 | w: LAC | L: MEM
2008-02-20 | w: CLE | L: IND
2008-02-20 | w: MIL | L: DET
2008-02-20 | w: SAC | L: ATL
2008-02-20 | w: NOH | L: DAL
2008-02-20 | w: TOR | L: ORL
2008-02-21 | w: HOU | L: MIA
2008-02-21 | w: POR | L: SEA
2008-02-21 | w: SAS | L: MIN
2008-02-22 | w: ATL | L: GSW
2008-02-22 | w: CHI | L: DEN
2008-02-22 | w: NYK | L: TOR
2008-02-22 | w: PHX | L: BOS
2008-02-22 | w: CLE | L: WAS
2008-02-22 | w: ORL | L: PHI
2008-02-22 | w: LAC | L: UTA
2008-02-22 | w: DET | L: MIL
2008-02-22 | w: IND | L: NJN
2008-02-22 | w: HOU | L: NOH
2008-02-22 | w: DAL | L: MEM
2008-02-22 | w: SAC | L: CHA
2008-02-22 | w: SEA | L: POR
2008-02-23 | w: SAS | L: NOH
2008-02-23 | w: NJN | L: IND
2008-02-23 | w: LAL | L: LAC
2008-02-23 | w: PHI | L: MIA
2008-02-23 | w: UTA | L: ATL
2008-02-23 | w: MIL | L: DEN
2008-02-23 | w: WAS | L: CHA
2008-02-24 | w: DET | L: PHX
2008-02-24 | w: CLE | L: MEM
2008-02-24 | w: HOU | L: CHI
2008-02-24 | w: ORL | L: SAC
2008-02-24 | w: BOS | L: POR
2008-02-24 | w: DAL | L: MIN
2008-02-24 | w: TOR | L: NYK
2008-02-24 | w: LAL | L: SEA
2008-02-25 | w: SAS | L: ATL
2008-02-25 | w: BOS | L: LAC
2008-02-25 | w: TOR | L: IND
2008-02-25 | w: DAL | L: CHI
2008-02-25 | w: DET | L: DEN
2008-02-25 | w: WAS | L: NOH
2008-02-26 | w: GSW | L: SEA
2008-02-26 | w: LAL | L: POR
2008-02-26 | w: ORL | L: NJN
2008-02-26 | w: HOU | L: WAS
2008-02-26 | w: MIA | L: SAC
2008-02-26 | w: MIL | L: CLE
2008-02-26 | w: MIN | L: UTA
2008-02-26 | w: PHX | L: MEM
2008-02-27 | w: PHI | L: ORL
2008-02-27 | w: NYK | L: CHA
2008-02-27 | w: BOS | L: CLE
2008-02-27 | w: POR | L: LAC
2008-02-27 | w: CHI | L: IND
2008-02-27 | w: UTA | L: DET
2008-02-27 | w: ATL | L: SAC
2008-02-27 | w: NOH | L: PHX
2008-02-27 | w: TOR | L: MIN
2008-02-27 | w: DEN | L: SEA
2008-02-28 | w: SAS | L: DAL
2008-02-28 | w: LAL | L: MIA
2008-02-28 | w: NJN | L: MIL
2008-02-29 | w: GSW | L: PHI
2008-02-29 | w: WAS | L: CHI
2008-02-29 | w: BOS | L: CHA
2008-02-29 | w: HOU | L: MEM
2008-02-29 | w: CLE | L: MIN
2008-02-29 | w: POR | L: LAL
2008-02-29 | w: ATL | L: NYK
2008-02-29 | w: DAL | L: SAC
2008-02-29 | w: DEN | L: LAC
2008-02-29 | w: NOH | L: UTA
2008-02-29 | w: IND | L: TOR
2008-02-29 | w: MIA | L: SEA
2008-03-01 | w: PHI | L: PHX
2008-03-01 | w: ORL | L: NYK
2008-03-01 | w: DET | L: LAC
2008-03-01 | w: SAS | L: MIL
2008-03-01 | w: UTA | L: MEM
2008-03-02 | w: GSW | L: POR
2008-03-02 | w: LAL | L: DAL
2008-03-02 | w: BOS | L: ATL
2008-03-02 | w: SAS | L: NJN
2008-03-02 | w: HOU | L: DEN
2008-03-02 | w: CLE | L: CHI
2008-03-02 | w: IND | L: MIL
2008-03-02 | w: SAC | L: MIA
2008-03-02 | w: SEA | L: MIN
2008-03-02 | w: WAS | L: NOH
2008-03-02 | w: CHA | L: TOR
2008-03-03 | w: NOH | L: NYK
2008-03-03 | w: PHI | L: LAC
2008-03-03 | w: UTA | L: DAL
2008-03-04 | w: SAS | L: NJN
2008-03-04 | w: CHI | L: MEM
2008-03-04 | w: ORL | L: TOR
2008-03-04 | w: DET | L: SEA
2008-03-04 | w: PHX | L: POR
2008-03-04 | w: GSW | L: ATL
2008-03-04 | w: LAL | L: SAC
2008-03-04 | w: CHA | L: MIN
2008-03-05 | w: CLE | L: NYK
2008-03-05 | w: BOS | L: DET
2008-03-05 | w: HOU | L: IND
2008-03-05 | w: LAC | L: SAC
2008-03-05 | w: TOR | L: MIA
2008-03-05 | w: UTA | L: MIN
2008-03-05 | w: MIL | L: SEA
2008-03-05 | w: DEN | L: PHX
2008-03-05 | w: NOH | L: ATL
2008-03-05 | w: ORL | L: WAS
2008-03-05 | w: MEM | L: NJN
2008-03-05 | w: CHA | L: GSW
2008-03-06 | w: SAS | L: IND
2008-03-06 | w: CHI | L: CLE
2008-03-06 | w: HOU | L: DAL
2008-03-07 | w: PHI | L: SEA
2008-03-07 | w: LAL | L: LAC
2008-03-07 | w: DET | L: NYK
2008-03-07 | w: UTA | L: PHX
2008-03-07 | w: BOS | L: CHI
2008-03-07 | w: GSW | L: MIA
2008-03-07 | w: POR | L: MIL
2008-03-07 | w: MIN | L: SAC
2008-03-07 | w: DEN | L: SAS
2008-03-07 | w: NOH | L: NJN
2008-03-07 | w: WAS | L: TOR
2008-03-07 | w: CHA | L: ATL
2008-03-08 | w: POR | L: NYK
2008-03-08 | w: CLE | L: IND
2008-03-08 | w: HOU | L: NOH
2008-03-08 | w: GSW | L: ORL
2008-03-08 | w: MIN | L: LAC
2008-03-08 | w: UTA | L: DEN
2008-03-08 | w: ATL | L: MIA
2008-03-08 | w: DAL | L: NJN
2008-03-08 | w: CHA | L: WAS
2008-03-08 | w: BOS | L: MEM
2008-03-09 | w: SAC | L: LAL
2008-03-09 | w: PHX | L: SAS
2008-03-09 | w: DET | L: CHI
2008-03-09 | w: PHI | L: MIL
2008-03-09 | w: TOR | L: SEA
2008-03-10 | w: BOS | L: PHI
2008-03-10 | w: SAS | L: DEN
2008-03-10 | w: CLE | L: POR
2008-03-10 | w: HOU | L: NJN
2008-03-10 | w: ORL | L: ATL
2008-03-10 | w: LAC | L: MIA
2008-03-10 | w: DAL | L: NYK
2008-03-11 | w: LAL | L: TOR
2008-03-11 | w: CHI | L: UTA
2008-03-11 | w: PHX | L: MEM
2008-03-11 | w: IND | L: SEA
2008-03-11 | w: POR | L: MIN
2008-03-11 | w: WAS | L: MIL
2008-03-12 | w: GSW | L: TOR
2008-03-12 | w: BOS | L: SEA
2008-03-12 | w: NJN | L: CLE
2008-03-12 | w: ORL | L: LAC
2008-03-12 | w: PHI | L: DET
2008-03-12 | w: NYK | L: MIA
2008-03-12 | w: HOU | L: ATL
2008-03-12 | w: UTA | L: MIL
2008-03-12 | w: DAL | L: CHA
2008-03-12 | w: DEN | L: MEM
2008-03-12 | w: NOH | L: SAS
2008-03-13 | w: PHX | L: GSW
2008-03-13 | w: SAC | L: POR
2008-03-13 | w: WAS | L: CLE
2008-03-14 | w: PHI | L: CHI
2008-03-14 | w: UTA | L: BOS
2008-03-14 | w: HOU | L: CHA
2008-03-14 | w: DET | L: SAS
2008-03-14 | w: ORL | L: MIA
2008-03-14 | w: ATL | L: LAC
2008-03-14 | w: DAL | L: IND
2008-03-14 | w: DEN | L: TOR
2008-03-14 | w: NOH | L: LAL
2008-03-14 | w: MIN | L: SEA
2008-03-15 | w: PHI | L: SAS
2008-03-15 | w: GSW | L: MEM
2008-03-15 | w: PHX | L: SAC
2008-03-15 | w: NJN | L: UTA
2008-03-15 | w: ORL | L: IND
2008-03-15 | w: POR | L: MIN
2008-03-15 | w: BOS | L: MIL
2008-03-15 | w: WAS | L: LAC
2008-03-16 | w: ATL | L: NYK
2008-03-16 | w: CLE | L: CHA
2008-03-16 | w: HOU | L: LAL
2008-03-16 | w: DET | L: NOH
2008-03-16 | w: DAL | L: MIA
2008-03-16 | w: SAC | L: TOR
2008-03-16 | w: DEN | L: SEA
2008-03-17 | w: BOS | L: SAS
2008-03-17 | w: ORL | L: CLE
2008-03-17 | w: UTA | L: TOR
2008-03-17 | w: IND | L: NYK
2008-03-17 | w: MIN | L: LAC
2008-03-17 | w: NOH | L: CHI
2008-03-17 | w: ATL | L: WAS
2008-03-17 | w: MEM | L: CHA
2008-03-18 | w: CHI | L: NJN
2008-03-18 | w: BOS | L: HOU
2008-03-18 | w: DET | L: DEN
2008-03-18 | w: PHX | L: POR
2008-03-18 | w: MIA | L: MIL
2008-03-18 | w: LAL | L: DAL
2008-03-18 | w: SAC | L: GSW
2008-03-19 | w: PHI | L: DEN
2008-03-19 | w: NJN | L: ATL
2008-03-19 | w: CLE | L: DET
2008-03-19 | w: WAS | L: ORL
2008-03-19 | w: GSW | L: LAC
2008-03-19 | w: IND | L: CHA
2008-03-19 | w: MIN | L: MEM
2008-03-19 | w: NOH | L: HOU
2008-03-19 | w: TOR | L: MIA
2008-03-19 | w: PHX | L: SEA
2008-03-20 | w: SAS | L: CHI
2008-03-20 | w: LAL | L: UTA
2008-03-20 | w: BOS | L: DAL
2008-03-21 | w: HOU | L: GSW
2008-03-21 | w: SAS | L: SAC
2008-03-21 | w: LAL | L: SEA
2008-03-21 | w: MEM | L: NYK
2008-03-21 | w: DEN | L: NJN
2008-03-21 | w: CLE | L: TOR
2008-03-21 | w: ORL | L: PHI
2008-03-21 | w: WAS | L: MIA
2008-03-21 | w: POR | L: LAC
2008-03-21 | w: IND | L: MIN
2008-03-22 | w: PHI | L: NJN
2008-03-22 | w: IND | L: CHI
2008-03-22 | w: PHX | L: HOU
2008-03-22 | w: POR | L: LAC
2008-03-22 | w: UTA | L: SEA
2008-03-22 | w: ATL | L: ORL
2008-03-22 | w: MIL | L: CLE
2008-03-22 | w: MIN | L: NYK
2008-03-22 | w: NOH | L: BOS
2008-03-22 | w: MEM | L: SAC
2008-03-22 | w: CHA | L: MIA
2008-03-23 | w: GSW | L: LAL
2008-03-23 | w: SAS | L: DAL
2008-03-23 | w: WAS | L: DET
2008-03-23 | w: DEN | L: TOR
2008-03-24 | w: LAL | L: GSW
2008-03-24 | w: NJN | L: NYK
2008-03-24 | w: PHI | L: BOS
2008-03-24 | w: HOU | L: SAC
2008-03-24 | w: DET | L: PHX
2008-03-24 | w: MIA | L: MIL
2008-03-24 | w: DEN | L: MEM
2008-03-24 | w: SEA | L: POR
2008-03-25 | w: CHI | L: ATL
2008-03-25 | w: SAS | L: ORL
2008-03-25 | w: POR | L: WAS
2008-03-25 | w: UTA | L: CHA
2008-03-25 | w: NOH | L: IND
2008-03-25 | w: DAL | L: LAC
2008-03-26 | w: PHI | L: CHI
2008-03-26 | w: SAS | L: LAC
2008-03-26 | w: CHA | L: LAL
2008-03-26 | w: NYK | L: MIA
2008-03-26 | w: BOS | L: PHX
2008-03-26 | w: NJN | L: IND
2008-03-26 | w: NOH | L: CLE
2008-03-26 | w: HOU | L: MIN
2008-03-26 | w: ATL | L: MIL
2008-03-26 | w: SAC | L: MEM
2008-03-26 | w: TOR | L: DET
2008-03-26 | w: WAS | L: SEA
2008-03-27 | w: GSW | L: POR
2008-03-27 | w: DET | L: MIA
2008-03-27 | w: DEN | L: DAL
2008-03-28 | w: PHX | L: PHI
2008-03-28 | w: SAS | L: MIN
2008-03-28 | w: MEM | L: LAL
2008-03-28 | w: BOS | L: NOH
2008-03-28 | w: UTA | L: LAC
2008-03-28 | w: IND | L: NJN
2008-03-28 | w: ATL | L: CHI
2008-03-28 | w: ORL | L: MIL
2008-03-28 | w: WAS | L: SAC
2008-03-28 | w: TOR | L: NYK
2008-03-28 | w: CHA | L: SEA
2008-03-29 | w: CHI | L: MIL
2008-03-29 | w: PHX | L: NJN
2008-03-29 | w: LAC | L: MEM
2008-03-29 | w: DET | L: CLE
2008-03-29 | w: CHA | L: POR
2008-03-29 | w: DEN | L: GSW
2008-03-30 | w: GSW | L: DAL
2008-03-30 | w: SAS | L: HOU
2008-03-30 | w: LAL | L: WAS
2008-03-30 | w: BOS | L: MIA
2008-03-30 | w: CLE | L: PHI
2008-03-30 | w: ATL | L: NYK
2008-03-30 | w: MIN | L: UTA
2008-03-30 | w: NOH | L: TOR
2008-03-30 | w: SAC | L: SEA
2008-03-31 | w: PHX | L: DEN
2008-03-31 | w: DAL | L: LAC
2008-03-31 | w: UTA | L: WAS
2008-03-31 | w: IND | L: MIA
2008-03-31 | w: ATL | L: MEM
2008-03-31 | w: TOR | L: CHA
2008-04-01 | w: SAS | L: GSW
2008-04-01 | w: BOS | L: CHI
2008-04-01 | w: PHI | L: NJN
2008-04-01 | w: NOH | L: ORL
2008-04-01 | w: MIL | L: NYK
2008-04-01 | w: SAC | L: HOU
2008-04-01 | w: DEN | L: PHX
2008-04-01 | w: DET | L: MIN
2008-04-02 | w: LAL | L: POR
2008-04-02 | w: BOS | L: IND
2008-04-02 | w: NOH | L: MIA
2008-04-02 | w: UTA | L: MIN
2008-04-02 | w: ATL | L: TOR
2008-04-02 | w: DAL | L: GSW
2008-04-02 | w: MIL | L: WAS
2008-04-02 | w: MEM | L: NYK
2008-04-02 | w: CLE | L: CHA
2008-04-02 | w: LAC | L: SEA
2008-04-03 | w: CHI | L: CLE
2008-04-03 | w: HOU | L: POR
2008-04-03 | w: SAC | L: LAC
2008-04-04 | w: LAL | L: DAL
2008-04-04 | w: PHX | L: MIN
2008-04-04 | w: DET | L: NJN
2008-04-04 | w: UTA | L: SAS
2008-04-04 | w: PHI | L: ATL
2008-04-04 | w: IND | L: MIL
2008-04-04 | w: NOH | L: NYK
2008-04-04 | w: CHA | L: TOR
2008-04-04 | w: WAS | L: MIA
2008-04-04 | w: GSW | L: MEM
2008-04-04 | w: HOU | L: SEA
2008-04-05 | w: ATL | L: PHI
2008-04-05 | w: WAS | L: CHI
2008-04-05 | w: NJN | L: TOR
2008-04-05 | w: ORL | L: CLE
2008-04-05 | w: SAC | L: DEN
2008-04-05 | w: BOS | L: CHA
2008-04-06 | w: NYK | L: ORL
2008-04-06 | w: DAL | L: PHX
2008-04-06 | w: HOU | L: LAC
2008-04-06 | w: DET | L: MIA
2008-04-06 | w: SAS | L: POR
2008-04-06 | w: IND | L: MIL
2008-04-06 | w: LAL | L: SAC
2008-04-06 | w: MEM | L: MIN
2008-04-06 | w: NOH | L: GSW
2008-04-06 | w: SEA | L: DEN
2008-04-08 | w: GSW | L: SAC
2008-04-08 | w: DEN | L: LAC
2008-04-08 | w: NYK | L: DET
2008-04-08 | w: MIA | L: CHI
2008-04-08 | w: POR | L: LAL
2008-04-08 | w: IND | L: ATL
2008-04-08 | w: BOS | L: MIL
2008-04-08 | w: DAL | L: SEA
2008-04-08 | w: UTA | L: NOH
2008-04-08 | w: PHX | L: MEM
2008-04-08 | w: CHA | L: MIN
2008-04-09 | w: PHI | L: DET
2008-04-09 | w: PHX | L: SAS
2008-04-09 | w: NYK | L: CHA
2008-04-09 | w: CLE | L: NJN
2008-04-09 | w: HOU | L: SEA
2008-04-09 | w: ORL | L: CHI
2008-04-09 | w: NOH | L: MIN
2008-04-09 | w: WAS | L: BOS
2008-04-09 | w: TOR | L: MIL
2008-04-10 | w: DEN | L: GSW
2008-04-10 | w: LAL | L: LAC
2008-04-10 | w: DAL | L: UTA
2008-04-11 | w: IND | L: PHI
2008-04-11 | w: SAS | L: SEA
2008-04-11 | w: LAL | L: NOH
2008-04-11 | w: CHI | L: CLE
2008-04-11 | w: ATL | L: NYK
2008-04-11 | w: BOS | L: MIL
2008-04-11 | w: HOU | L: PHX
2008-04-11 | w: MIN | L: ORL
2008-04-11 | w: DET | L: WAS
2008-04-11 | w: MEM | L: MIA
2008-04-11 | w: SAC | L: POR
2008-04-11 | w: TOR | L: NJN
2008-04-12 | w: GSW | L: LAC
2008-04-12 | w: UTA | L: DEN
2008-04-12 | w: POR | L: DAL
2008-04-12 | w: CHA | L: IND
2008-04-12 | w: BOS | L: ATL
2008-04-12 | w: NJN | L: MIL
2008-04-12 | w: SAC | L: NOH
2008-04-12 | w: WAS | L: PHI
2008-04-12 | w: MIN | L: MEM
2008-04-13 | w: LAL | L: SAS
2008-04-13 | w: ORL | L: CHI
2008-04-13 | w: CLE | L: MIA
2008-04-13 | w: DET | L: TOR
2008-04-13 | w: DEN | L: HOU
2008-04-13 | w: SEA | L: DAL
2008-04-14 | w: CLE | L: PHI
2008-04-14 | w: BOS | L: NYK
2008-04-14 | w: PHX | L: GSW
2008-04-14 | w: UTA | L: HOU
2008-04-14 | w: CHI | L: MIL
2008-04-14 | w: SAS | L: SAC
2008-04-14 | w: WAS | L: IND
2008-04-14 | w: TOR | L: MIA
2008-04-15 | w: LAL | L: SAC
2008-04-15 | w: NJN | L: CHA
2008-04-15 | w: DET | L: MIN
2008-04-15 | w: POR | L: MEM
2008-04-15 | w: ORL | L: ATL
2008-04-15 | w: NOH | L: LAC
2008-04-16 | w: SEA | L: GSW
2008-04-16 | w: SAS | L: UTA
2008-04-16 | w: CHI | L: TOR
2008-04-16 | w: PHX | L: POR
2008-04-16 | w: BOS | L: NJN
2008-04-16 | w: DET | L: CLE
2008-04-16 | w: HOU | L: LAC
2008-04-16 | w: ORL | L: WAS
2008-04-16 | w: MIA | L: ATL
2008-04-16 | w: IND | L: NYK
2008-04-16 | w: DAL | L: NOH
2008-04-16 | w: DEN | L: MEM
2008-04-16 | w: MIN | L: MIL
2008-04-16 | w: CHA | L: PHI
============ End of Regular Season ============
2008-04-19 | w: SAS | L: PHX
2008-04-19 | w: CLE | L: WAS
2008-04-19 | w: UTA | L: HOU
2008-04-19 | w: NOH | L: DAL
2008-04-20 | w: LAL | L: DEN
2008-04-20 | w: BOS | L: ATL
2008-04-20 | w: ORL | L: TOR
2008-04-20 | w: PHI | L: DET
2008-04-21 | w: CLE | L: WAS
2008-04-21 | w: UTA | L: HOU
2008-04-22 | w: SAS | L: PHX
2008-04-22 | w: ORL | L: TOR
2008-04-22 | w: NOH | L: DAL
2008-04-23 | w: LAL | L: DEN
2008-04-23 | w: BOS | L: ATL
2008-04-23 | w: DET | L: PHI
2008-04-24 | w: HOU | L: UTA
2008-04-24 | w: WAS | L: CLE
2008-04-24 | w: TOR | L: ORL
2008-04-25 | w: PHI | L: DET
2008-04-25 | w: SAS | L: PHX
2008-04-25 | w: DAL | L: NOH
2008-04-26 | w: UTA | L: HOU
2008-04-26 | w: ATL | L: BOS
2008-04-26 | w: LAL | L: DEN
2008-04-26 | w: ORL | L: TOR
2008-04-27 | w: DET | L: PHI
2008-04-27 | w: PHX | L: SAS
2008-04-27 | w: NOH | L: DAL
2008-04-27 | w: CLE | L: WAS
2008-04-28 | w: ORL | L: TOR
2008-04-28 | w: ATL | L: BOS
2008-04-28 | w: LAL | L: DEN
2008-04-29 | w: SAS | L: PHX
2008-04-29 | w: HOU | L: UTA
2008-04-29 | w: DET | L: PHI
2008-04-29 | w: NOH | L: DAL
2008-04-30 | w: BOS | L: ATL
2008-04-30 | w: WAS | L: CLE
2008-05-01 | w: DET | L: PHI
2008-05-02 | w: UTA | L: HOU
2008-05-02 | w: ATL | L: BOS
2008-05-02 | w: CLE | L: WAS
2008-05-03 | w: DET | L: ORL
2008-05-03 | w: NOH | L: SAS
2008-05-04 | w: LAL | L: UTA
2008-05-04 | w: BOS | L: ATL
2008-05-05 | w: DET | L: ORL
2008-05-05 | w: NOH | L: SAS
2008-05-06 | w: BOS | L: CLE
2008-05-07 | w: LAL | L: UTA
2008-05-07 | w: ORL | L: DET
2008-05-08 | w: SAS | L: NOH
2008-05-08 | w: BOS | L: CLE
2008-05-09 | w: UTA | L: LAL
2008-05-10 | w: CLE | L: BOS
2008-05-10 | w: DET | L: ORL
2008-05-11 | w: SAS | L: NOH
2008-05-11 | w: UTA | L: LAL
2008-05-12 | w: CLE | L: BOS
2008-05-13 | w: DET | L: ORL
2008-05-13 | w: NOH | L: SAS
2008-05-14 | w: LAL | L: UTA
2008-05-14 | w: BOS | L: CLE
2008-05-15 | w: SAS | L: NOH
2008-05-16 | w: CLE | L: BOS
2008-05-16 | w: LAL | L: UTA
2008-05-18 | w: BOS | L: CLE
2008-05-19 | w: SAS | L: NOH
2008-05-20 | w: BOS | L: DET
2008-05-21 | w: LAL | L: SAS
2008-05-22 | w: DET | L: BOS
2008-05-23 | w: LAL | L: SAS
2008-05-24 | w: BOS | L: DET
2008-05-25 | w: SAS | L: LAL
2008-05-26 | w: DET | L: BOS
2008-05-27 | w: LAL | L: SAS
2008-05-28 | w: BOS | L: DET
2008-05-29 | w: LAL | L: SAS
2008-05-30 | w: BOS | L: DET
2008-06-05 | w: BOS | L: LAL
2008-06-08 | w: BOS | L: LAL
2008-06-10 | w: LAL | L: BOS
2008-06-12 | w: BOS | L: LAL
2008-06-15 | w: LAL | L: BOS
2008-06-17 | w: BOS | L: LAL
============ End of Playoffs ============
