============ Start of Season ============
1972-10-10 | w: NYK | L: SEA
1973-04-04 | w: NYK | L: BLT
1973-04-05 | w: MIL | L: GOS
1973-04-06 | w: ATL | L: BOS
1973-04-06 | w: BLT | L: NYK
1973-04-06 | w: CHI | L: LAL
1973-04-07 | w: GOS | L: MIL
1973-04-08 | w: ATL | L: BOS
1973-04-08 | w: NYK | L: BLT
1973-04-08 | w: CHI | L: LAL
1973-04-10 | w: LAL | L: CHI
1973-04-10 | w: GOS | L: MIL
1973-04-11 | w: BOS | L: ATL
1973-04-13 | w: BOS | L: ATL
1973-04-13 | w: GOS | L: MIL
1973-04-13 | w: CHI | L: LAL
1973-04-15 | w: LAL | L: CHI
1973-04-15 | w: BOS | L: NYK
1973-04-17 | w: LAL | L: GOS
1973-04-18 | w: NYK | L: BOS
1973-04-19 | w: LAL | L: GOS
1973-04-20 | w: NYK | L: BOS
1973-04-21 | w: LAL | L: GOS
1973-04-22 | w: NYK | L: BOS
1973-04-23 | w: GOS | L: LAL
1973-04-25 | w: LAL | L: GOS
1973-04-25 | w: BOS | L: NYK
1973-04-27 | w: BOS | L: NYK
1973-04-29 | w: NYK | L: BOS
1973-05-01 | w: LAL | L: NYK
1973-05-03 | w: NYK | L: LAL
1973-05-06 | w: NYK | L: LAL
1973-05-08 | w: NYK | L: LAL
1973-05-10 | w: NYK | L: LAL
============ End of Playoffs ============
