============ Start of Season ============
1995-11-03 | w: LAL | L: DEN
1996-02-16 | w: IND | L: WAS
1996-02-16 | w: OKC | L: PHX
1996-02-16 | w: ATL | L: MEM
1996-02-16 | w: CHI | L: MIN
1996-02-16 | w: ORL | L: MIL
1996-02-16 | w: CHA | L: DEN
1996-02-17 | w: LAC | L: POR
1996-02-17 | w: BKN | L: NYK
1996-02-17 | w: DET | L: TOR
1996-02-17 | w: CLE | L: PHI
1996-02-17 | w: ORL | L: MIA
1996-02-18 | w: SAS | L: HOU
1996-02-18 | w: DEN | L: BOS
1996-02-18 | w: CHI | L: IND
1996-02-18 | w: ATL | L: POR
1996-02-18 | w: WAS | L: MIN
1996-02-18 | w: OKC | L: MEM
1996-02-18 | w: CHA | L: MIL
1996-02-19 | w: DET | L: MIN
1996-02-19 | w: PHX | L: MEM
1996-02-19 | w: HOU | L: SAC
1996-02-19 | w: CLE | L: MIA
1996-02-19 | w: OKC | L: ATL
1996-02-19 | w: BKN | L: WAS
1996-02-19 | w: GSW | L: DAL
1996-02-20 | w: LAL | L: LAC
1996-02-20 | w: CHI | L: CLE
1996-02-20 | w: MIL | L: NYK
1996-02-20 | w: UTA | L: BOS
1996-02-20 | w: SAS | L: POR
1996-02-20 | w: ORL | L: PHI
1996-02-21 | w: LAL | L: LAC
1996-02-21 | w: GSW | L: SAS
1996-02-21 | w: PHX | L: BOS
1996-02-21 | w: MIA | L: PHI
1996-02-21 | w: NYK | L: DET
1996-02-21 | w: BKN | L: MIL
1996-02-21 | w: ORL | L: IND
1996-02-21 | w: DAL | L: SAC
1996-02-21 | w: MIN | L: HOU
1996-02-21 | w: CHA | L: WAS
1996-02-22 | w: UTA | L: TOR
1996-02-22 | w: CHI | L: ATL
1996-02-22 | w: HOU | L: CLE
1996-02-22 | w: POR | L: DEN
1996-02-22 | w: OKC | L: GSW
1996-02-23 | w: SAS | L: SAC
1996-02-23 | w: ATL | L: NYK
1996-02-23 | w: PHX | L: TOR
1996-02-23 | w: ORL | L: MIL
1996-02-23 | w: CHA | L: WAS
1996-02-23 | w: IND | L: PHI
1996-02-23 | w: MIA | L: CHI
1996-02-23 | w: LAL | L: DAL
1996-02-23 | w: MIN | L: DET
1996-02-24 | w: GSW | L: LAC
1996-02-24 | w: DEN | L: UTA
1996-02-24 | w: HOU | L: LAL
1996-02-24 | w: CLE | L: BKN
1996-02-24 | w: OKC | L: SAC
1996-02-24 | w: IND | L: CHA
1996-02-25 | w: OKC | L: LAC
1996-02-25 | w: BKN | L: BOS
1996-02-25 | w: CHI | L: ORL
1996-02-25 | w: PHX | L: NYK
1996-02-25 | w: DET | L: POR
1996-02-25 | w: WAS | L: MIL
1996-02-25 | w: DAL | L: TOR
1996-02-25 | w: SAS | L: MEM
1996-02-25 | w: MIA | L: PHI
1996-02-25 | w: ATL | L: MIN
1996-02-26 | w: LAL | L: NYK
1996-02-26 | w: DET | L: SAC
1996-02-26 | w: IND | L: BOS
1996-02-26 | w: UTA | L: PHX
1996-02-27 | w: LAC | L: SAS
1996-02-27 | w: CHI | L: MIN
1996-02-27 | w: MIA | L: BKN
1996-02-27 | w: DEN | L: WAS
1996-02-27 | w: CHA | L: MIL
1996-02-27 | w: IND | L: POR
1996-02-27 | w: CLE | L: GSW
1996-02-27 | w: HOU | L: TOR
1996-02-27 | w: PHI | L: DAL
1996-02-28 | w: SAC | L: NYK
1996-02-28 | w: UTA | L: WAS
1996-02-28 | w: BOS | L: CHA
1996-02-28 | w: ATL | L: POR
1996-02-28 | w: OKC | L: DET
1996-02-28 | w: LAL | L: MEM
1996-02-28 | w: PHX | L: MIN
1996-02-28 | w: ORL | L: MIA
1996-02-29 | w: LAC | L: SAC
1996-02-29 | w: SAS | L: TOR
1996-02-29 | w: ORL | L: BKN
1996-02-29 | w: DAL | L: DEN
1996-02-29 | w: CLE | L: MIL
1996-02-29 | w: HOU | L: PHI
1996-02-29 | w: IND | L: GSW
1996-03-01 | w: LAL | L: WAS
1996-03-01 | w: CHI | L: GSW
1996-03-01 | w: DET | L: PHX
1996-03-01 | w: OKC | L: BOS
1996-03-01 | w: UTA | L: NYK
1996-03-01 | w: ATL | L: CLE
1996-03-01 | w: MIN | L: CHA
1996-03-01 | w: POR | L: MIA
1996-03-01 | w: DAL | L: MEM
1996-03-02 | w: DET | L: LAC
1996-03-02 | w: OKC | L: BKN
1996-03-02 | w: SAS | L: PHI
1996-03-02 | w: CHI | L: BOS
1996-03-02 | w: DEN | L: MEM
1996-03-02 | w: MIL | L: ATL
1996-03-02 | w: ORL | L: POR
1996-03-03 | w: HOU | L: LAL
1996-03-03 | w: NYK | L: GSW
1996-03-03 | w: WAS | L: SAC
1996-03-03 | w: IND | L: CHA
1996-03-03 | w: TOR | L: CLE
1996-03-03 | w: MIN | L: MIA
1996-03-03 | w: PHX | L: DAL
1996-03-04 | w: ORL | L: PHI
1996-03-04 | w: SAS | L: DEN
1996-03-04 | w: DET | L: ATL
1996-03-04 | w: BOS | L: MIL
1996-03-04 | w: WAS | L: MEM
1996-03-05 | w: UTA | L: SAC
1996-03-05 | w: CHI | L: MIL
1996-03-05 | w: LAC | L: NYK
1996-03-05 | w: GSW | L: MEM
1996-03-05 | w: PHX | L: IND
1996-03-05 | w: HOU | L: POR
1996-03-05 | w: OKC | L: CLE
1996-03-05 | w: DAL | L: BKN
1996-03-05 | w: MIA | L: MIN
1996-03-05 | w: DET | L: TOR
1996-03-05 | w: ORL | L: CHA
1996-03-06 | w: SAS | L: DEN
1996-03-06 | w: BOS | L: LAC
1996-03-06 | w: UTA | L: IND
1996-03-06 | w: MIN | L: PHI
1996-03-06 | w: WAS | L: OKC
1996-03-06 | w: NYK | L: TOR
1996-03-07 | w: LAL | L: SAC
1996-03-07 | w: GSW | L: HOU
1996-03-07 | w: CHI | L: DET
1996-03-07 | w: DEN | L: PHX
1996-03-07 | w: ATL | L: CLE
1996-03-07 | w: CHA | L: DAL
1996-03-08 | w: SAS | L: BKN
1996-03-08 | w: LAL | L: PHX
1996-03-08 | w: UTA | L: HOU
1996-03-08 | w: CLE | L: BOS
1996-03-08 | w: PHI | L: NYK
1996-03-08 | w: POR | L: SAC
1996-03-08 | w: LAC | L: WAS
1996-03-08 | w: ATL | L: MIL
1996-03-08 | w: OKC | L: MIN
1996-03-08 | w: MIA | L: TOR
1996-03-08 | w: IND | L: MEM
1996-03-08 | w: ORL | L: CHA
1996-03-09 | w: DET | L: DAL
1996-03-09 | w: DEN | L: GSW
1996-03-10 | w: NYK | L: CHI
1996-03-10 | w: SAC | L: GSW
1996-03-10 | w: LAC | L: PHI
1996-03-10 | w: BOS | L: MIL
1996-03-10 | w: BKN | L: DEN
1996-03-10 | w: WAS | L: ATL
1996-03-10 | w: POR | L: IND
1996-03-10 | w: SAS | L: OKC
1996-03-10 | w: UTA | L: MIN
1996-03-10 | w: MIA | L: CLE
1996-03-10 | w: HOU | L: MEM
1996-03-10 | w: ORL | L: PHX
1996-03-10 | w: TOR | L: DAL
1996-03-11 | w: SAC | L: MEM
1996-03-11 | w: DET | L: LAC
1996-03-12 | w: POR | L: LAL
1996-03-12 | w: PHX | L: BKN
1996-03-12 | w: SAS | L: GSW
1996-03-12 | w: PHI | L: TOR
1996-03-12 | w: DEN | L: ORL
1996-03-12 | w: ATL | L: UTA
1996-03-12 | w: MIA | L: DAL
1996-03-13 | w: SAC | L: MIL
1996-03-13 | w: CHI | L: WAS
1996-03-13 | w: BOS | L: PHI
1996-03-13 | w: DET | L: PHX
1996-03-13 | w: OKC | L: ORL
1996-03-13 | w: NYK | L: MIN
1996-03-13 | w: CHA | L: UTA
1996-03-14 | w: LAL | L: GSW
1996-03-14 | w: LAC | L: DAL
1996-03-14 | w: SAS | L: MIA
1996-03-14 | w: WAS | L: BKN
1996-03-14 | w: HOU | L: ATL
1996-03-14 | w: CLE | L: BOS
1996-03-15 | w: LAL | L: MIL
1996-03-15 | w: CHI | L: DEN
1996-03-15 | w: DET | L: CLE
1996-03-15 | w: PHX | L: PHI
1996-03-15 | w: UTA | L: IND
1996-03-15 | w: POR | L: LAC
1996-03-15 | w: OKC | L: DAL
1996-03-15 | w: ORL | L: MEM
1996-03-15 | w: MIN | L: SAC
1996-03-15 | w: CHA | L: TOR
1996-03-16 | w: GSW | L: MIL
1996-03-16 | w: CHI | L: BKN
1996-03-16 | w: NYK | L: PHI
1996-03-16 | w: SAS | L: ATL
1996-03-16 | w: WAS | L: UTA
1996-03-16 | w: MIA | L: HOU
1996-03-17 | w: ORL | L: LAL
1996-03-17 | w: BOS | L: BKN
1996-03-17 | w: DET | L: DEN
1996-03-17 | w: CLE | L: SAC
1996-03-17 | w: IND | L: TOR
1996-03-17 | w: POR | L: DAL
1996-03-17 | w: MIN | L: MEM
1996-03-17 | w: CHA | L: PHX
1996-03-18 | w: SAS | L: GSW
1996-03-18 | w: CHI | L: PHI
1996-03-18 | w: UTA | L: MIL
1996-03-18 | w: OKC | L: LAC
1996-03-18 | w: DEN | L: TOR
1996-03-19 | w: LAL | L: OKC
1996-03-19 | w: BKN | L: MEM
1996-03-19 | w: CHI | L: SAC
1996-03-19 | w: POR | L: MIN
1996-03-19 | w: GSW | L: HOU
1996-03-19 | w: CLE | L: DAL
1996-03-19 | w: ORL | L: DET
1996-03-19 | w: CHA | L: IND
1996-03-20 | w: NYK | L: IND
1996-03-20 | w: LAC | L: MIN
1996-03-20 | w: ORL | L: BOS
1996-03-20 | w: UTA | L: PHI
1996-03-20 | w: SAC | L: MIL
1996-03-20 | w: ATL | L: MEM
1996-03-20 | w: SAS | L: WAS
1996-03-20 | w: MIA | L: DET
1996-03-20 | w: TOR | L: CHA
1996-03-21 | w: BKN | L: DEN
1996-03-21 | w: CHI | L: NYK
1996-03-21 | w: PHX | L: GSW
1996-03-21 | w: OKC | L: LAL
1996-03-21 | w: CLE | L: HOU
1996-03-22 | w: LAC | L: PHI
1996-03-22 | w: SAC | L: POR
1996-03-22 | w: MIA | L: MIL
1996-03-22 | w: UTA | L: CLE
1996-03-22 | w: BOS | L: DEN
1996-03-22 | w: DET | L: BKN
1996-03-22 | w: ORL | L: WAS
1996-03-22 | w: IND | L: MEM
1996-03-22 | w: MIN | L: DAL
1996-03-22 | w: SAS | L: TOR
1996-03-22 | w: ATL | L: CHA
1996-03-23 | w: GSW | L: PHX
1996-03-23 | w: ATL | L: DET
1996-03-23 | w: OKC | L: PHI
1996-03-23 | w: MIN | L: HOU
1996-03-24 | w: CHA | L: LAL
1996-03-24 | w: OKC | L: SAC
1996-03-24 | w: MIA | L: BOS
1996-03-24 | w: PHX | L: LAC
1996-03-24 | w: BKN | L: MIL
1996-03-24 | w: CLE | L: MEM
1996-03-24 | w: SAS | L: IND
1996-03-24 | w: WAS | L: DEN
1996-03-24 | w: NYK | L: DAL
1996-03-24 | w: TOR | L: CHI
1996-03-25 | w: SAS | L: BKN
1996-03-25 | w: UTA | L: DAL
1996-03-25 | w: POR | L: PHI
1996-03-26 | w: LAC | L: MIL
1996-03-26 | w: OKC | L: GSW
1996-03-26 | w: CHA | L: DEN
1996-03-26 | w: PHX | L: SAC
1996-03-26 | w: DET | L: MEM
1996-03-26 | w: NYK | L: HOU
1996-03-26 | w: IND | L: BOS
1996-03-26 | w: WAS | L: CLE
1996-03-26 | w: LAL | L: ORL
1996-03-26 | w: ATL | L: TOR
1996-03-27 | w: SAS | L: NYK
1996-03-27 | w: UTA | L: MIL
1996-03-27 | w: PHI | L: TOR
1996-03-27 | w: IND | L: WAS
1996-03-27 | w: LAL | L: MIA
1996-03-27 | w: BOS | L: MIN
1996-03-27 | w: OKC | L: CHA
1996-03-27 | w: DAL | L: HOU
1996-03-28 | w: CLE | L: LAC
1996-03-28 | w: CHI | L: ATL
1996-03-28 | w: POR | L: GSW
1996-03-28 | w: DEN | L: MEM
1996-03-29 | w: SAC | L: CHA
1996-03-29 | w: NYK | L: BKN
1996-03-29 | w: BOS | L: PHI
1996-03-29 | w: PHX | L: MIL
1996-03-29 | w: UTA | L: MEM
1996-03-29 | w: LAL | L: ATL
1996-03-29 | w: MIA | L: WAS
1996-03-29 | w: SAS | L: DAL
1996-03-29 | w: MIN | L: IND
1996-03-29 | w: ORL | L: TOR
1996-03-30 | w: CLE | L: GSW
1996-03-30 | w: CHI | L: LAC
1996-03-30 | w: DEN | L: MIL
1996-03-30 | w: MIA | L: DET
1996-03-30 | w: POR | L: HOU
1996-03-30 | w: OKC | L: UTA
1996-03-30 | w: WAS | L: PHI
1996-03-31 | w: SAC | L: CLE
1996-03-31 | w: SAS | L: PHX
1996-03-31 | w: ATL | L: BOS
1996-03-31 | w: IND | L: BKN
1996-03-31 | w: CHA | L: MEM
1996-03-31 | w: POR | L: DAL
1996-03-31 | w: LAC | L: MIN
1996-03-31 | w: ORL | L: NYK
1996-03-31 | w: LAL | L: TOR
1996-04-02 | w: HOU | L: GSW
1996-04-02 | w: MIL | L: DET
1996-04-02 | w: OKC | L: UTA
1996-04-02 | w: DEN | L: MIN
1996-04-02 | w: PHX | L: SAS
1996-04-02 | w: NYK | L: IND
1996-04-02 | w: POR | L: MEM
1996-04-02 | w: ATL | L: BOS
1996-04-02 | w: CHI | L: MIA
1996-04-02 | w: SAC | L: DAL
1996-04-02 | w: TOR | L: LAC
1996-04-02 | w: CHA | L: LAL
1996-04-03 | w: SAS | L: SAC
1996-04-03 | w: ORL | L: NYK
1996-04-03 | w: BKN | L: LAC
1996-04-03 | w: IND | L: PHI
1996-04-03 | w: DET | L: CHA
1996-04-03 | w: CLE | L: LAL
1996-04-03 | w: MEM | L: MIN
1996-04-03 | w: OKC | L: HOU
1996-04-04 | w: GSW | L: DEN
1996-04-04 | w: CHI | L: MIA
1996-04-04 | w: PHX | L: UTA
1996-04-04 | w: WAS | L: ATL
1996-04-04 | w: BOS | L: ORL
1996-04-04 | w: CLE | L: TOR
1996-04-05 | w: LAL | L: MEM
1996-04-05 | w: ATL | L: BKN
1996-04-05 | w: SAC | L: HOU
1996-04-05 | w: WAS | L: SAS
1996-04-05 | w: MIN | L: UTA
1996-04-05 | w: NYK | L: MIL
1996-04-05 | w: DET | L: PHI
1996-04-05 | w: POR | L: DEN
1996-04-05 | w: OKC | L: PHX
1996-04-05 | w: CHI | L: CHA
1996-04-06 | w: MIL | L: BKN
1996-04-06 | w: GSW | L: MIN
1996-04-06 | w: CHA | L: CLE
1996-04-06 | w: PHI | L: ATL
1996-04-06 | w: IND | L: MIA
1996-04-06 | w: POR | L: OKC
1996-04-06 | w: DAL | L: LAC
1996-04-06 | w: NYK | L: TOR
1996-04-07 | w: LAL | L: SAS
1996-04-07 | w: UTA | L: SAC
1996-04-07 | w: DEN | L: HOU
1996-04-07 | w: BOS | L: DET
1996-04-07 | w: PHX | L: MEM
1996-04-07 | w: CHI | L: ORL
1996-04-08 | w: OKC | L: NYK
1996-04-08 | w: LAC | L: POR
1996-04-08 | w: CHA | L: CHI
1996-04-08 | w: DAL | L: GSW
1996-04-08 | w: PHI | L: BKN
1996-04-08 | w: SAS | L: UTA
1996-04-08 | w: IND | L: ATL
1996-04-08 | w: WAS | L: MIA
1996-04-08 | w: MIN | L: TOR
1996-04-09 | w: NYK | L: BOS
1996-04-09 | w: SAC | L: DAL
1996-04-09 | w: DET | L: BKN
1996-04-09 | w: TOR | L: MIL
1996-04-09 | w: POR | L: PHX
1996-04-09 | w: DEN | L: LAL
1996-04-09 | w: HOU | L: MEM
1996-04-10 | w: SAS | L: MEM
1996-04-10 | w: UTA | L: PHX
1996-04-10 | w: WAS | L: BOS
1996-04-10 | w: DET | L: PHI
1996-04-10 | w: OKC | L: SAC
1996-04-10 | w: LAL | L: MIN
1996-04-10 | w: ORL | L: CLE
1996-04-10 | w: MIA | L: CHA
1996-04-11 | w: CHI | L: BKN
1996-04-11 | w: GSW | L: LAC
1996-04-11 | w: CLE | L: NYK
1996-04-11 | w: POR | L: DAL
1996-04-11 | w: HOU | L: DEN
1996-04-11 | w: MIA | L: MIL
1996-04-12 | w: LAL | L: GSW
1996-04-12 | w: CHI | L: PHI
1996-04-12 | w: BOS | L: TOR
1996-04-12 | w: WAS | L: MIN
1996-04-12 | w: ATL | L: MIL
1996-04-12 | w: MEM | L: SAC
1996-04-12 | w: IND | L: ORL
1996-04-13 | w: LAC | L: UTA
1996-04-13 | w: SAS | L: OKC
1996-04-13 | w: HOU | L: DAL
1996-04-13 | w: IND | L: DET
1996-04-13 | w: MIA | L: NYK
1996-04-14 | w: LAL | L: PHX
1996-04-14 | w: SAC | L: LAC
1996-04-14 | w: GSW | L: UTA
1996-04-14 | w: ATL | L: BKN
1996-04-14 | w: CHA | L: PHI
1996-04-14 | w: DET | L: BOS
1996-04-14 | w: MIL | L: ORL
1996-04-14 | w: WAS | L: TOR
1996-04-14 | w: CHI | L: CLE
1996-04-14 | w: POR | L: MEM
1996-04-14 | w: DEN | L: MIN
1996-04-15 | w: NYK | L: TOR
1996-04-15 | w: SAC | L: DEN
1996-04-15 | w: IND | L: CHA
1996-04-15 | w: OKC | L: HOU
1996-04-15 | w: POR | L: SAS
1996-04-15 | w: MIA | L: BKN
1996-04-16 | w: PHX | L: HOU
1996-04-16 | w: UTA | L: LAC
1996-04-16 | w: CHI | L: MIL
1996-04-16 | w: CLE | L: ATL
1996-04-16 | w: SAS | L: MEM
1996-04-16 | w: LAL | L: DAL
1996-04-16 | w: ORL | L: WAS
1996-04-17 | w: BKN | L: TOR
1996-04-17 | w: SAC | L: PHX
1996-04-17 | w: PHI | L: MIA
1996-04-17 | w: DET | L: IND
1996-04-17 | w: BOS | L: WAS
1996-04-17 | w: GSW | L: MIN
1996-04-17 | w: OKC | L: POR
1996-04-18 | w: CHI | L: DET
1996-04-18 | w: SAS | L: LAL
1996-04-18 | w: CLE | L: NYK
1996-04-18 | w: HOU | L: LAC
1996-04-18 | w: DAL | L: DEN
1996-04-18 | w: UTA | L: MEM
1996-04-18 | w: ORL | L: ATL
1996-04-18 | w: MIL | L: CHA
1996-04-19 | w: POR | L: GSW
1996-04-19 | w: BOS | L: BKN
1996-04-19 | w: CHA | L: NYK
1996-04-19 | w: PHX | L: DAL
1996-04-19 | w: MIA | L: MIL
1996-04-19 | w: ORL | L: PHI
1996-04-19 | w: MEM | L: DEN
1996-04-19 | w: OKC | L: MIN
1996-04-19 | w: TOR | L: WAS
1996-04-20 | w: LAL | L: MIN
1996-04-20 | w: IND | L: CHI
1996-04-20 | w: UTA | L: SAC
1996-04-20 | w: CLE | L: DET
1996-04-20 | w: ATL | L: BKN
1996-04-21 | w: SAC | L: GSW
1996-04-21 | w: MEM | L: LAC
1996-04-21 | w: DAL | L: SAS
1996-04-21 | w: DET | L: MIL
1996-04-21 | w: DEN | L: OKC
1996-04-21 | w: NYK | L: BOS
1996-04-21 | w: HOU | L: PHX
1996-04-21 | w: IND | L: CLE
1996-04-21 | w: CHI | L: WAS
1996-04-21 | w: LAL | L: POR
1996-04-21 | w: ATL | L: MIA
1996-04-21 | w: PHI | L: TOR
1996-04-21 | w: ORL | L: CHA
============ End of Regular Season ============
1996-04-25 | w: HOU | L: LAL
1996-04-25 | w: UTA | L: POR
1996-04-25 | w: NYK | L: CLE
1996-04-25 | w: ATL | L: IND
1996-04-26 | w: ORL | L: DET
1996-04-26 | w: OKC | L: SAC
1996-04-26 | w: CHI | L: MIA
1996-04-26 | w: SAS | L: PHX
1996-04-27 | w: LAL | L: HOU
1996-04-27 | w: UTA | L: POR
1996-04-27 | w: NYK | L: CLE
1996-04-27 | w: IND | L: ATL
1996-04-28 | w: ORL | L: DET
1996-04-28 | w: SAC | L: OKC
1996-04-28 | w: SAS | L: PHX
1996-04-28 | w: CHI | L: MIA
1996-04-29 | w: ATL | L: IND
1996-04-29 | w: POR | L: UTA
1996-04-30 | w: OKC | L: SAC
1996-04-30 | w: ORL | L: DET
1996-04-30 | w: HOU | L: LAL
1996-05-01 | w: NYK | L: CLE
1996-05-01 | w: POR | L: UTA
1996-05-01 | w: PHX | L: SAS
1996-05-01 | w: CHI | L: MIA
1996-05-02 | w: OKC | L: SAC
1996-05-02 | w: IND | L: ATL
1996-05-02 | w: HOU | L: LAL
1996-05-03 | w: SAS | L: PHX
1996-05-04 | w: OKC | L: HOU
1996-05-05 | w: CHI | L: NYK
1996-05-05 | w: UTA | L: POR
1996-05-05 | w: ATL | L: IND
1996-05-06 | w: OKC | L: HOU
1996-05-07 | w: UTA | L: SAS
1996-05-07 | w: CHI | L: NYK
1996-05-08 | w: ORL | L: ATL
1996-05-09 | w: SAS | L: UTA
1996-05-10 | w: OKC | L: HOU
1996-05-10 | w: ORL | L: ATL
1996-05-11 | w: UTA | L: SAS
1996-05-11 | w: NYK | L: CHI
1996-05-12 | w: OKC | L: HOU
1996-05-12 | w: CHI | L: NYK
1996-05-12 | w: ORL | L: ATL
1996-05-12 | w: UTA | L: SAS
1996-05-13 | w: ATL | L: ORL
1996-05-14 | w: SAS | L: UTA
1996-05-14 | w: CHI | L: NYK
1996-05-15 | w: ORL | L: ATL
1996-05-16 | w: UTA | L: SAS
1996-05-18 | w: OKC | L: UTA
1996-05-19 | w: CHI | L: ORL
1996-05-20 | w: OKC | L: UTA
1996-05-21 | w: CHI | L: ORL
1996-05-24 | w: UTA | L: OKC
1996-05-25 | w: CHI | L: ORL
1996-05-26 | w: OKC | L: UTA
1996-05-27 | w: CHI | L: ORL
1996-05-28 | w: UTA | L: OKC
1996-05-30 | w: UTA | L: OKC
1996-06-02 | w: OKC | L: UTA
1996-06-05 | w: CHI | L: OKC
1996-06-07 | w: CHI | L: OKC
1996-06-09 | w: CHI | L: OKC
1996-06-12 | w: OKC | L: CHI
1996-06-14 | w: OKC | L: CHI
1996-06-16 | w: CHI | L: OKC
============ End of Playoffs ============
