============ Start of Season ============
2008-10-28 | w: BOS | L: CLE
2009-02-02 | w: LAL | L: NYK
2009-02-02 | w: DAL | L: ORL
2009-02-02 | w: MIA | L: LAC
2009-02-02 | w: MEM | L: WAS
2009-02-02 | w: UTA | L: CHA
2009-02-02 | w: PHX | L: SAC
2009-02-02 | w: POR | L: NOP
2009-02-02 | w: SAS | L: GSW
2009-02-03 | w: CLE | L: TOR
2009-02-03 | w: DEN | L: SAS
2009-02-03 | w: BOS | L: PHI
2009-02-03 | w: MIN | L: IND
2009-02-03 | w: HOU | L: CHI
2009-02-03 | w: BKN | L: MIL
2009-02-04 | w: CLE | L: NYK
2009-02-04 | w: DAL | L: POR
2009-02-04 | w: LAL | L: TOR
2009-02-04 | w: ATL | L: MIN
2009-02-04 | w: ORL | L: LAC
2009-02-04 | w: DET | L: MIA
2009-02-04 | w: BKN | L: WAS
2009-02-04 | w: CHI | L: NOP
2009-02-04 | w: MEM | L: HOU
2009-02-04 | w: GSW | L: PHX
2009-02-04 | w: DEN | L: OKC
2009-02-05 | w: LAL | L: BOS
2009-02-05 | w: PHI | L: IND
2009-02-05 | w: UTA | L: DAL
2009-02-06 | w: ATL | L: CHA
2009-02-06 | w: BOS | L: NYK
2009-02-06 | w: UTA | L: SAC
2009-02-06 | w: IND | L: ORL
2009-02-06 | w: LAC | L: MEM
2009-02-06 | w: PHX | L: GSW
2009-02-06 | w: OKC | L: POR
2009-02-06 | w: DEN | L: WAS
2009-02-06 | w: NOP | L: TOR
2009-02-07 | w: LAC | L: ATL
2009-02-07 | w: DAL | L: CHI
2009-02-07 | w: PHI | L: MIA
2009-02-07 | w: HOU | L: MIN
2009-02-07 | w: BKN | L: DEN
2009-02-07 | w: DET | L: MIL
2009-02-07 | w: MEM | L: TOR
2009-02-08 | w: MIA | L: CHA
2009-02-08 | w: SAS | L: BOS
2009-02-08 | w: POR | L: NYK
2009-02-08 | w: LAL | L: CLE
2009-02-08 | w: ORL | L: BKN
2009-02-08 | w: PHX | L: DET
2009-02-08 | w: OKC | L: SAC
2009-02-08 | w: WAS | L: IND
2009-02-08 | w: GSW | L: UTA
2009-02-08 | w: NOP | L: MIN
2009-02-09 | w: PHI | L: PHX
2009-02-09 | w: MEM | L: NOP
2009-02-09 | w: CHA | L: LAC
2009-02-09 | w: MIL | L: HOU
2009-02-10 | w: LAL | L: OKC
2009-02-10 | w: IND | L: CLE
2009-02-10 | w: DAL | L: SAC
2009-02-10 | w: ATL | L: WAS
2009-02-10 | w: CHI | L: DET
2009-02-10 | w: DEN | L: MIA
2009-02-10 | w: TOR | L: MIN
2009-02-10 | w: SAS | L: BKN
2009-02-10 | w: GSW | L: NYK
2009-02-11 | w: TOR | L: SAS
2009-02-11 | w: DEN | L: ORL
2009-02-11 | w: CLE | L: PHX
2009-02-11 | w: LAC | L: NYK
2009-02-11 | w: PHI | L: MEM
2009-02-11 | w: HOU | L: SAC
2009-02-11 | w: ATL | L: DET
2009-02-11 | w: POR | L: OKC
2009-02-11 | w: UTA | L: LAL
2009-02-11 | w: BOS | L: NOP
2009-02-11 | w: MIL | L: IND
2009-02-11 | w: CHA | L: WAS
2009-02-12 | w: MIA | L: CHI
2009-02-12 | w: BOS | L: DAL
2009-02-12 | w: GSW | L: POR
2009-02-17 | w: NYK | L: SAS
2009-02-17 | w: LAL | L: ATL
2009-02-17 | w: ORL | L: CHA
2009-02-17 | w: HOU | L: BKN
2009-02-17 | w: MIL | L: DET
2009-02-17 | w: IND | L: PHI
2009-02-17 | w: WAS | L: MIN
2009-02-17 | w: PHX | L: LAC
2009-02-17 | w: UTA | L: MEM
2009-02-17 | w: NOP | L: OKC
2009-02-18 | w: MIN | L: MIA
2009-02-18 | w: POR | L: MEM
2009-02-18 | w: CLE | L: TOR
2009-02-18 | w: DAL | L: BKN
2009-02-18 | w: ATL | L: SAC
2009-02-18 | w: DEN | L: PHI
2009-02-18 | w: PHX | L: LAC
2009-02-18 | w: NOP | L: ORL
2009-02-18 | w: LAL | L: GSW
2009-02-18 | w: CHI | L: MIL
2009-02-18 | w: CHA | L: IND
2009-02-19 | w: SAS | L: DET
2009-02-19 | w: UTA | L: BOS
2009-02-20 | w: NYK | L: TOR
2009-02-20 | w: HOU | L: DAL
2009-02-20 | w: POR | L: ATL
2009-02-20 | w: IND | L: MIN
2009-02-20 | w: ORL | L: CHA
2009-02-20 | w: CHI | L: DEN
2009-02-20 | w: LAL | L: NOP
2009-02-20 | w: WAS | L: BKN
2009-02-20 | w: PHX | L: OKC
2009-02-20 | w: SAC | L: MEM
2009-02-20 | w: CLE | L: MIL
2009-02-21 | w: MIA | L: PHI
2009-02-21 | w: DAL | L: SAC
2009-02-21 | w: UTA | L: NOP
2009-02-21 | w: GSW | L: OKC
2009-02-21 | w: SAS | L: WAS
2009-02-22 | w: IND | L: CHI
2009-02-22 | w: ORL | L: MIA
2009-02-22 | w: HOU | L: CHA
2009-02-22 | w: CLE | L: DET
2009-02-22 | w: LAL | L: MIN
2009-02-22 | w: TOR | L: NYK
2009-02-22 | w: POR | L: LAC
2009-02-22 | w: BOS | L: PHX
2009-02-22 | w: MIL | L: DEN
2009-02-23 | w: NYK | L: IND
2009-02-23 | w: NOP | L: SAC
2009-02-23 | w: LAC | L: GSW
2009-02-23 | w: BOS | L: DEN
2009-02-23 | w: UTA | L: ATL
2009-02-23 | w: BKN | L: PHI
2009-02-24 | w: CLE | L: MEM
2009-02-24 | w: HOU | L: POR
2009-02-24 | w: CHI | L: ORL
2009-02-24 | w: MIA | L: DET
2009-02-24 | w: TOR | L: MIN
2009-02-24 | w: SAS | L: DAL
2009-02-24 | w: PHX | L: CHA
2009-02-24 | w: LAL | L: OKC
2009-02-25 | w: SAS | L: POR
2009-02-25 | w: IND | L: MEM
2009-02-25 | w: LAC | L: BOS
2009-02-25 | w: UTA | L: MIN
2009-02-25 | w: CHA | L: SAC
2009-02-25 | w: DAL | L: MIL
2009-02-25 | w: ORL | L: NYK
2009-02-25 | w: DEN | L: ATL
2009-02-25 | w: BKN | L: CHI
2009-02-25 | w: NOP | L: DET
2009-02-25 | w: PHI | L: WAS
2009-02-26 | w: LAL | L: PHX
2009-02-26 | w: HOU | L: CLE
2009-02-27 | w: BOS | L: IND
2009-02-27 | w: DAL | L: OKC
2009-02-27 | w: DET | L: ORL
2009-02-27 | w: POR | L: MIN
2009-02-27 | w: SAC | L: LAC
2009-02-27 | w: ATL | L: MIA
2009-02-27 | w: DEN | L: LAL
2009-02-27 | w: PHI | L: NYK
2009-02-27 | w: CLE | L: SAS
2009-02-27 | w: PHX | L: TOR
2009-02-27 | w: WAS | L: CHI
2009-02-27 | w: CHA | L: GSW
2009-02-27 | w: NOP | L: MIL
2009-02-28 | w: MIA | L: NYK
2009-02-28 | w: CHA | L: LAC
2009-02-28 | w: CHI | L: HOU
2009-02-28 | w: ORL | L: PHI
2009-02-28 | w: MIL | L: WAS
2009-02-28 | w: UTA | L: SAC
2009-02-28 | w: OKC | L: MEM
2009-03-01 | w: IND | L: DEN
2009-03-01 | w: CLE | L: ATL
2009-03-01 | w: DAL | L: TOR
2009-03-01 | w: POR | L: SAS
2009-03-01 | w: DET | L: BOS
2009-03-01 | w: HOU | L: MIN
2009-03-01 | w: PHX | L: LAL
2009-03-01 | w: NOP | L: BKN
2009-03-01 | w: UTA | L: GSW
2009-03-02 | w: NOP | L: PHI
2009-03-02 | w: CLE | L: MIA
2009-03-02 | w: SAS | L: LAC
2009-03-02 | w: OKC | L: DAL
2009-03-02 | w: ATL | L: WAS
2009-03-03 | w: HOU | L: TOR
2009-03-03 | w: DET | L: DEN
2009-03-03 | w: LAL | L: MEM
2009-03-03 | w: GSW | L: MIN
2009-03-03 | w: ORL | L: PHX
2009-03-03 | w: IND | L: SAC
2009-03-03 | w: CHA | L: CHI
2009-03-03 | w: BKN | L: MIL
2009-03-04 | w: CLE | L: MIL
2009-03-04 | w: CHI | L: GSW
2009-03-04 | w: MEM | L: LAC
2009-03-04 | w: MIA | L: PHX
2009-03-04 | w: DAL | L: SAS
2009-03-04 | w: NYK | L: ATL
2009-03-04 | w: POR | L: IND
2009-03-04 | w: BOS | L: BKN
2009-03-04 | w: UTA | L: HOU
2009-03-04 | w: OKC | L: WAS
2009-03-05 | w: DEN | L: POR
2009-03-05 | w: NOP | L: DAL
2009-03-06 | w: CHA | L: ATL
2009-03-06 | w: CHI | L: MIL
2009-03-06 | w: BOS | L: CLE
2009-03-06 | w: LAL | L: MIN
2009-03-06 | w: MIA | L: TOR
2009-03-06 | w: SAS | L: WAS
2009-03-06 | w: DET | L: GSW
2009-03-06 | w: ORL | L: BKN
2009-03-06 | w: HOU | L: PHX
2009-03-06 | w: UTA | L: DEN
2009-03-07 | w: ATL | L: DET
2009-03-07 | w: DAL | L: WAS
2009-03-07 | w: IND | L: LAC
2009-03-07 | w: CHA | L: NYK
2009-03-07 | w: POR | L: MIN
2009-03-07 | w: CLE | L: MIA
2009-03-07 | w: PHI | L: MEM
2009-03-07 | w: NOP | L: OKC
2009-03-07 | w: MIL | L: GSW
2009-03-08 | w: UTA | L: TOR
2009-03-08 | w: SAC | L: DEN
2009-03-08 | w: HOU | L: MEM
2009-03-08 | w: ORL | L: BOS
2009-03-08 | w: SAS | L: PHX
2009-03-08 | w: BKN | L: NYK
2009-03-08 | w: OKC | L: PHI
2009-03-09 | w: HOU | L: DEN
2009-03-09 | w: MIA | L: CHI
2009-03-09 | w: DET | L: ORL
2009-03-09 | w: WAS | L: MIN
2009-03-09 | w: ATL | L: NOP
2009-03-09 | w: POR | L: LAL
2009-03-10 | w: OKC | L: SAC
2009-03-10 | w: UTA | L: IND
2009-03-10 | w: SAS | L: CHA
2009-03-10 | w: CLE | L: LAC
2009-03-10 | w: NYK | L: MIL
2009-03-10 | w: DAL | L: PHX
2009-03-11 | w: DEN | L: OKC
2009-03-11 | w: ORL | L: CHI
2009-03-11 | w: MIN | L: MEM
2009-03-11 | w: ATL | L: UTA
2009-03-11 | w: MIA | L: BOS
2009-03-11 | w: PHI | L: TOR
2009-03-11 | w: LAL | L: HOU
2009-03-11 | w: NYK | L: DET
2009-03-11 | w: DAL | L: POR
2009-03-11 | w: NOP | L: WAS
2009-03-11 | w: GSW | L: BKN
2009-03-12 | w: LAL | L: SAS
2009-03-12 | w: CLE | L: PHX
2009-03-13 | w: HOU | L: CHA
2009-03-13 | w: BOS | L: MEM
2009-03-13 | w: POR | L: BKN
2009-03-13 | w: DET | L: TOR
2009-03-13 | w: ATL | L: IND
2009-03-13 | w: CLE | L: SAC
2009-03-13 | w: PHI | L: CHI
2009-03-13 | w: NYK | L: MIN
2009-03-13 | w: GSW | L: DAL
2009-03-13 | w: ORL | L: WAS
2009-03-13 | w: NOP | L: MIL
2009-03-14 | w: DEN | L: LAC
2009-03-14 | w: CHI | L: NOP
2009-03-14 | w: MIN | L: CHA
2009-03-14 | w: SAS | L: HOU
2009-03-14 | w: MIA | L: UTA
2009-03-14 | w: PHX | L: OKC
2009-03-15 | w: CLE | L: NYK
2009-03-15 | w: LAL | L: DAL
2009-03-15 | w: ATL | L: POR
2009-03-15 | w: TOR | L: IND
2009-03-15 | w: LAC | L: BKN
2009-03-15 | w: MEM | L: DET
2009-03-15 | w: ORL | L: UTA
2009-03-15 | w: PHI | L: MIA
2009-03-15 | w: MIL | L: BOS
2009-03-15 | w: WAS | L: SAC
2009-03-15 | w: PHX | L: GSW
2009-03-16 | w: DEN | L: BKN
2009-03-16 | w: HOU | L: NOP
2009-03-16 | w: CHA | L: TOR
2009-03-16 | w: POR | L: MEM
2009-03-16 | w: OKC | L: SAS
2009-03-17 | w: CHI | L: BOS
2009-03-17 | w: PHI | L: LAL
2009-03-17 | w: ATL | L: SAC
2009-03-17 | w: SAS | L: MIN
2009-03-17 | w: CLE | L: ORL
2009-03-17 | w: DAL | L: DET
2009-03-17 | w: UTA | L: WAS
2009-03-17 | w: GSW | L: LAC
2009-03-18 | w: POR | L: IND
2009-03-18 | w: BKN | L: NYK
2009-03-18 | w: HOU | L: DET
2009-03-18 | w: BOS | L: MIA
2009-03-18 | w: LAC | L: WAS
2009-03-18 | w: DEN | L: MEM
2009-03-18 | w: PHX | L: PHI
2009-03-18 | w: CHI | L: OKC
2009-03-18 | w: CHA | L: SAC
2009-03-18 | w: NOP | L: MIN
2009-03-18 | w: ORL | L: MIL
2009-03-19 | w: CLE | L: POR
2009-03-19 | w: ATL | L: DAL
2009-03-19 | w: LAL | L: GSW
2009-03-20 | w: DAL | L: IND
2009-03-20 | w: SAC | L: NYK
2009-03-20 | w: BOS | L: SAS
2009-03-20 | w: HOU | L: MIN
2009-03-20 | w: DET | L: LAC
2009-03-20 | w: DEN | L: WAS
2009-03-20 | w: CHA | L: TOR
2009-03-20 | w: NOP | L: MEM
2009-03-20 | w: GSW | L: PHI
2009-03-20 | w: BKN | L: MIA
2009-03-20 | w: UTA | L: OKC
2009-03-21 | w: LAL | L: CHI
2009-03-21 | w: ORL | L: NYK
2009-03-21 | w: CLE | L: ATL
2009-03-21 | w: IND | L: CHA
2009-03-21 | w: PHX | L: WAS
2009-03-21 | w: BOS | L: MEM
2009-03-21 | w: POR | L: MIL
2009-03-22 | w: OKC | L: MIN
2009-03-22 | w: MIA | L: DET
2009-03-22 | w: HOU | L: SAS
2009-03-22 | w: PHI | L: SAC
2009-03-22 | w: TOR | L: LAC
2009-03-22 | w: NOP | L: GSW
2009-03-22 | w: CLE | L: BKN
2009-03-23 | w: ATL | L: MIN
2009-03-23 | w: MIA | L: MEM
2009-03-23 | w: BOS | L: LAC
2009-03-23 | w: ORL | L: NYK
2009-03-23 | w: PHI | L: POR
2009-03-23 | w: PHX | L: DEN
2009-03-23 | w: CHI | L: WAS
2009-03-24 | w: CHI | L: DET
2009-03-24 | w: SAS | L: GSW
2009-03-24 | w: UTA | L: HOU
2009-03-24 | w: LAL | L: OKC
2009-03-25 | w: TOR | L: MIL
2009-03-25 | w: DAL | L: GSW
2009-03-25 | w: IND | L: MIA
2009-03-25 | w: CLE | L: BKN
2009-03-25 | w: LAC | L: NYK
2009-03-25 | w: PHI | L: MIN
2009-03-25 | w: ORL | L: BOS
2009-03-25 | w: SAS | L: ATL
2009-03-25 | w: DEN | L: NOP
2009-03-25 | w: WAS | L: CHA
2009-03-25 | w: PHX | L: UTA
2009-03-26 | w: CHI | L: MIA
2009-03-26 | w: LAL | L: DET
2009-03-26 | w: POR | L: PHX
2009-03-27 | w: ORL | L: MIL
2009-03-27 | w: BOS | L: ATL
2009-03-27 | w: SAS | L: LAC
2009-03-27 | w: TOR | L: OKC
2009-03-27 | w: DEN | L: DAL
2009-03-27 | w: CLE | L: MIN
2009-03-27 | w: MEM | L: SAC
2009-03-27 | w: CHA | L: PHI
2009-03-27 | w: NYK | L: NOP
2009-03-27 | w: LAL | L: BKN
2009-03-28 | w: CHI | L: IND
2009-03-28 | w: DEN | L: GSW
2009-03-28 | w: MIA | L: MIL
2009-03-28 | w: POR | L: MEM
2009-03-28 | w: HOU | L: LAC
2009-03-28 | w: DET | L: WAS
2009-03-28 | w: CHA | L: NYK
2009-03-28 | w: UTA | L: PHX
2009-03-29 | w: MIN | L: BKN
2009-03-29 | w: CLE | L: DAL
2009-03-29 | w: BOS | L: OKC
2009-03-29 | w: DET | L: PHI
2009-03-29 | w: ATL | L: LAL
2009-03-29 | w: IND | L: WAS
2009-03-29 | w: TOR | L: CHI
2009-03-29 | w: SAC | L: PHX
2009-03-29 | w: NOP | L: SAS
2009-03-30 | w: ORL | L: MIA
2009-03-30 | w: MEM | L: GSW
2009-03-30 | w: MIL | L: BKN
2009-03-30 | w: UTA | L: NYK
2009-03-31 | w: DAL | L: MIN
2009-03-31 | w: IND | L: CHI
2009-03-31 | w: POR | L: UTA
2009-03-31 | w: CLE | L: DET
2009-03-31 | w: DEN | L: NYK
2009-03-31 | w: PHI | L: ATL
2009-03-31 | w: NOP | L: SAC
2009-03-31 | w: OKC | L: SAS
2009-03-31 | w: CHA | L: LAL
2009-04-01 | w: TOR | L: ORL
2009-04-01 | w: DAL | L: MIA
2009-04-01 | w: NOP | L: LAC
2009-04-01 | w: BOS | L: CHA
2009-04-01 | w: MEM | L: WAS
2009-04-01 | w: BKN | L: DET
2009-04-01 | w: GSW | L: SAC
2009-04-01 | w: LAL | L: MIL
2009-04-01 | w: PHX | L: HOU
2009-04-02 | w: PHI | L: MIL
2009-04-02 | w: DEN | L: UTA
2009-04-02 | w: WAS | L: CLE
2009-04-03 | w: SAS | L: IND
2009-04-03 | w: ORL | L: CLE
2009-04-03 | w: BOS | L: ATL
2009-04-03 | w: LAL | L: HOU
2009-04-03 | w: MEM | L: DAL
2009-04-03 | w: GSW | L: NOP
2009-04-03 | w: MIN | L: UTA
2009-04-03 | w: MIA | L: CHA
2009-04-03 | w: PHX | L: SAC
2009-04-03 | w: POR | L: OKC
2009-04-04 | w: ORL | L: ATL
2009-04-04 | w: CHI | L: BKN
2009-04-04 | w: DEN | L: LAC
2009-04-04 | w: TOR | L: NYK
2009-04-04 | w: PHI | L: DET
2009-04-04 | w: MEM | L: MIL
2009-04-04 | w: MIA | L: WAS
2009-04-05 | w: DAL | L: PHX
2009-04-05 | w: HOU | L: POR
2009-04-05 | w: GSW | L: SAC
2009-04-05 | w: NYK | L: TOR
2009-04-05 | w: CLE | L: SAS
2009-04-05 | w: DEN | L: MIN
2009-04-05 | w: LAL | L: LAC
2009-04-05 | w: DET | L: CHA
2009-04-05 | w: UTA | L: NOP
2009-04-05 | w: BKN | L: PHI
2009-04-05 | w: IND | L: OKC
2009-04-07 | w: MIN | L: LAC
2009-04-07 | w: LAL | L: SAC
2009-04-07 | w: CHA | L: PHI
2009-04-07 | w: CHI | L: NYK
2009-04-07 | w: NOP | L: MIA
2009-04-07 | w: ATL | L: TOR
2009-04-07 | w: HOU | L: ORL
2009-04-07 | w: POR | L: MEM
2009-04-07 | w: SAS | L: OKC
2009-04-08 | w: CLE | L: WAS
2009-04-08 | w: ORL | L: MEM
2009-04-08 | w: POR | L: SAS
2009-04-08 | w: DET | L: NYK
2009-04-08 | w: DAL | L: UTA
2009-04-08 | w: BOS | L: BKN
2009-04-08 | w: DEN | L: OKC
2009-04-08 | w: IND | L: TOR
2009-04-08 | w: ATL | L: MIL
2009-04-08 | w: MIN | L: GSW
2009-04-08 | w: PHX | L: NOP
2009-04-09 | w: HOU | L: SAC
2009-04-09 | w: LAL | L: DEN
2009-04-09 | w: CHI | L: PHI
2009-04-10 | w: SAS | L: UTA
2009-04-10 | w: NYK | L: ORL
2009-04-10 | w: LAC | L: SAC
2009-04-10 | w: DET | L: BKN
2009-04-10 | w: ATL | L: IND
2009-04-10 | w: WAS | L: TOR
2009-04-10 | w: OKC | L: CHA
2009-04-10 | w: MEM | L: PHX
2009-04-10 | w: CLE | L: PHI
2009-04-10 | w: BOS | L: MIA
2009-04-10 | w: DAL | L: NOP
2009-04-10 | w: POR | L: LAL
2009-04-10 | w: HOU | L: GSW
2009-04-11 | w: CHI | L: CHA
2009-04-11 | w: IND | L: DET
2009-04-11 | w: PHX | L: MIN
2009-04-11 | w: POR | L: LAC
2009-04-11 | w: GSW | L: UTA
2009-04-11 | w: BKN | L: ORL
2009-04-11 | w: MIL | L: OKC
2009-04-12 | w: CLE | L: BOS
2009-04-12 | w: TOR | L: PHI
2009-04-12 | w: LAL | L: MEM
2009-04-12 | w: SAS | L: SAC
2009-04-12 | w: MIA | L: NYK
2009-04-12 | w: NOP | L: DAL
2009-04-13 | w: CLE | L: IND
2009-04-13 | w: DAL | L: MIN
2009-04-13 | w: POR | L: OKC
2009-04-13 | w: CHI | L: DET
2009-04-13 | w: DEN | L: SAC
2009-04-13 | w: HOU | L: NOP
2009-04-13 | w: MIL | L: ORL
2009-04-13 | w: PHX | L: MEM
2009-04-13 | w: BKN | L: CHA
2009-04-13 | w: UTA | L: LAC
2009-04-13 | w: TOR | L: WAS
2009-04-13 | w: SAS | L: GSW
2009-04-14 | w: ATL | L: MIA
2009-04-14 | w: LAL | L: UTA
2009-04-14 | w: BOS | L: PHI
2009-04-15 | w: BOS | L: WAS
2009-04-15 | w: SAS | L: NOP
2009-04-15 | w: PHI | L: CLE
2009-04-15 | w: SAC | L: MIN
2009-04-15 | w: IND | L: MIL
2009-04-15 | w: ORL | L: CHA
2009-04-15 | w: DAL | L: HOU
2009-04-15 | w: NYK | L: BKN
2009-04-15 | w: POR | L: DEN
2009-04-15 | w: TOR | L: CHI
2009-04-15 | w: MIA | L: DET
2009-04-15 | w: OKC | L: LAC
2009-04-15 | w: MEM | L: ATL
2009-04-15 | w: PHX | L: GSW
============ End of Regular Season ============
2009-04-18 | w: CHI | L: BOS
2009-04-18 | w: CLE | L: DET
2009-04-18 | w: DAL | L: SAS
2009-04-18 | w: HOU | L: POR
2009-04-19 | w: LAL | L: UTA
2009-04-19 | w: PHI | L: ORL
2009-04-19 | w: ATL | L: MIA
2009-04-19 | w: DEN | L: NOP
2009-04-20 | w: BOS | L: CHI
2009-04-20 | w: SAS | L: DAL
2009-04-21 | w: LAL | L: UTA
2009-04-21 | w: CLE | L: DET
2009-04-21 | w: POR | L: HOU
2009-04-22 | w: MIA | L: ATL
2009-04-22 | w: DEN | L: NOP
2009-04-22 | w: ORL | L: PHI
2009-04-23 | w: BOS | L: CHI
2009-04-23 | w: UTA | L: LAL
2009-04-23 | w: DAL | L: SAS
2009-04-24 | w: HOU | L: POR
2009-04-24 | w: PHI | L: ORL
2009-04-24 | w: CLE | L: DET
2009-04-25 | w: NOP | L: DEN
2009-04-25 | w: LAL | L: UTA
2009-04-25 | w: DAL | L: SAS
2009-04-25 | w: MIA | L: ATL
2009-04-26 | w: CLE | L: DET
2009-04-26 | w: CHI | L: BOS
2009-04-26 | w: HOU | L: POR
2009-04-26 | w: ORL | L: PHI
2009-04-27 | w: LAL | L: UTA
2009-04-27 | w: ATL | L: MIA
2009-04-27 | w: DEN | L: NOP
2009-04-28 | w: BOS | L: CHI
2009-04-28 | w: DAL | L: SAS
2009-04-28 | w: POR | L: HOU
2009-04-28 | w: ORL | L: PHI
2009-04-29 | w: ATL | L: MIA
2009-04-29 | w: DEN | L: NOP
2009-04-30 | w: ORL | L: PHI
2009-04-30 | w: CHI | L: BOS
2009-04-30 | w: HOU | L: POR
2009-05-01 | w: MIA | L: ATL
2009-05-02 | w: BOS | L: CHI
2009-05-03 | w: ATL | L: MIA
2009-05-03 | w: DEN | L: DAL
2009-05-04 | w: HOU | L: LAL
2009-05-04 | w: ORL | L: BOS
2009-05-05 | w: CLE | L: ATL
2009-05-05 | w: DEN | L: DAL
2009-05-06 | w: BOS | L: ORL
2009-05-06 | w: LAL | L: HOU
2009-05-07 | w: CLE | L: ATL
2009-05-08 | w: ORL | L: BOS
2009-05-08 | w: LAL | L: HOU
2009-05-09 | w: DEN | L: DAL
2009-05-09 | w: CLE | L: ATL
2009-05-10 | w: BOS | L: ORL
2009-05-10 | w: HOU | L: LAL
2009-05-11 | w: DAL | L: DEN
2009-05-11 | w: CLE | L: ATL
2009-05-12 | w: BOS | L: ORL
2009-05-12 | w: LAL | L: HOU
2009-05-13 | w: DEN | L: DAL
2009-05-14 | w: ORL | L: BOS
2009-05-14 | w: HOU | L: LAL
2009-05-17 | w: ORL | L: BOS
2009-05-17 | w: LAL | L: HOU
2009-05-19 | w: LAL | L: DEN
2009-05-20 | w: ORL | L: CLE
2009-05-21 | w: DEN | L: LAL
2009-05-22 | w: CLE | L: ORL
2009-05-23 | w: LAL | L: DEN
2009-05-24 | w: ORL | L: CLE
2009-05-25 | w: DEN | L: LAL
2009-05-26 | w: ORL | L: CLE
2009-05-27 | w: LAL | L: DEN
2009-05-28 | w: CLE | L: ORL
2009-05-29 | w: LAL | L: DEN
2009-05-30 | w: ORL | L: CLE
2009-06-04 | w: LAL | L: ORL
2009-06-07 | w: LAL | L: ORL
2009-06-09 | w: ORL | L: LAL
2009-06-11 | w: LAL | L: ORL
2009-06-14 | w: LAL | L: ORL
============ End of Playoffs ============
