============ Start of Season ============
1994-11-04 | w: MIL | L: PHL
1995-02-24 | w: BKN | L: DAL
1995-02-24 | w: ORL | L: BOS
1995-02-24 | w: MIA | L: CHI
1995-02-24 | w: POR | L: UTH
1995-02-24 | w: IND | L: MIL
1995-02-24 | w: OKC | L: DEN
1995-02-24 | w: ATL | L: WAS
1995-02-25 | w: CLE | L: BKN
1995-02-25 | w: HOU | L: GOS
1995-02-25 | w: LAC | L: LAL
1995-02-25 | w: WAS | L: SAC
1995-02-26 | w: SAN | L: GOS
1995-02-26 | w: NYK | L: PHL
1995-02-26 | w: PHX | L: CHH
1995-02-26 | w: ORL | L: CHI
1995-02-26 | w: IND | L: DAL
1995-02-26 | w: UTH | L: DEN
1995-02-26 | w: MIN | L: MIA
1995-02-27 | w: UTH | L: LAL
1995-02-27 | w: CHI | L: BKN
1995-02-27 | w: IND | L: BOS
1995-02-27 | w: HOU | L: CLE
1995-02-27 | w: DET | L: MIL
1995-02-27 | w: POR | L: LAC
1995-02-27 | w: ATL | L: SAC
1995-02-27 | w: CHH | L: OKC
1995-02-28 | w: SAN | L: CLE
1995-02-28 | w: ORL | L: NYK
1995-02-28 | w: LAC | L: PHX
1995-02-28 | w: MIA | L: MIL
1995-02-28 | w: DAL | L: HOU
1995-02-28 | w: DEN | L: MIN
1995-02-28 | w: PHL | L: WAS
1995-03-01 | w: UTH | L: GOS
1995-03-01 | w: PHX | L: LAL
1995-03-01 | w: CHI | L: MIA
1995-03-01 | w: WAS | L: BOS
1995-03-01 | w: DET | L: IND
1995-03-01 | w: MIN | L: SAC
1995-03-02 | w: NYK | L: CHI
1995-03-02 | w: ORL | L: HOU
1995-03-02 | w: OKC | L: LAC
1995-03-02 | w: CHH | L: POR
1995-03-02 | w: MIL | L: ATL
1995-03-02 | w: DAL | L: CLE
1995-03-03 | w: PHX | L: OKC
1995-03-03 | w: CHH | L: GOS
1995-03-03 | w: SAN | L: ORL
1995-03-03 | w: LAL | L: SAC
1995-03-03 | w: BOS | L: MIL
1995-03-03 | w: PHL | L: BKN
1995-03-03 | w: ATL | L: DET
1995-03-03 | w: DEN | L: MIA
1995-03-03 | w: MIN | L: HOU
1995-03-03 | w: WAS | L: IND
1995-03-04 | w: BOS | L: IND
1995-03-04 | w: CHI | L: PHL
1995-03-04 | w: NYK | L: CLE
1995-03-04 | w: DEN | L: LAC
1995-03-04 | w: UTH | L: POR
1995-03-04 | w: DET | L: DAL
1995-03-05 | w: PHX | L: GOS
1995-03-05 | w: SAN | L: HOU
1995-03-05 | w: LAL | L: MIN
1995-03-05 | w: BKN | L: MIL
1995-03-05 | w: ORL | L: ATL
1995-03-05 | w: MIA | L: WAS
1995-03-05 | w: SAC | L: CHH
1995-03-06 | w: GOS | L: OKC
1995-03-06 | w: CHI | L: POR
1995-03-06 | w: LAC | L: MIN
1995-03-07 | w: MIA | L: LAL
1995-03-07 | w: IND | L: SAN
1995-03-07 | w: NYK | L: BOS
1995-03-07 | w: CLE | L: DET
1995-03-07 | w: PHX | L: HOU
1995-03-07 | w: POR | L: MIL
1995-03-07 | w: DEN | L: DAL
1995-03-07 | w: UTH | L: SAC
1995-03-08 | w: BKN | L: PHL
1995-03-08 | w: GOS | L: LAC
1995-03-08 | w: NYK | L: BOS
1995-03-08 | w: ORL | L: LAL
1995-03-08 | w: UTH | L: DAL
1995-03-08 | w: ATL | L: DEN
1995-03-08 | w: OKC | L: MIN
1995-03-08 | w: DET | L: WAS
1995-03-09 | w: IND | L: SAC
1995-03-09 | w: SAN | L: CLE
1995-03-09 | w: POR | L: MIA
1995-03-09 | w: CHH | L: OKC
1995-03-10 | w: SAN | L: PHL
1995-03-10 | w: CHI | L: CLE
1995-03-10 | w: IND | L: PHX
1995-03-10 | w: BKN | L: BOS
1995-03-10 | w: LAC | L: GOS
1995-03-10 | w: ORL | L: POR
1995-03-10 | w: DEN | L: DET
1995-03-10 | w: UTH | L: SAC
1995-03-10 | w: ATL | L: NYK
1995-03-10 | w: MIN | L: LAL
1995-03-10 | w: MIL | L: WAS
1995-03-11 | w: LAL | L: CHI
1995-03-11 | w: OKC | L: NYK
1995-03-11 | w: HOU | L: DAL
1995-03-11 | w: CHH | L: MIA
1995-03-11 | w: WAS | L: BKN
1995-03-12 | w: CLE | L: PHL
1995-03-12 | w: GOS | L: PHX
1995-03-12 | w: ATL | L: BOS
1995-03-12 | w: ORL | L: SAN
1995-03-12 | w: SAC | L: LAC
1995-03-12 | w: OKC | L: DET
1995-03-12 | w: UTH | L: MIA
1995-03-12 | w: DEN | L: MIL
1995-03-12 | w: POR | L: MIN
1995-03-13 | w: DAL | L: GOS
1995-03-13 | w: LAL | L: IND
1995-03-13 | w: HOU | L: ATL
1995-03-13 | w: WAS | L: CHH
1995-03-14 | w: HOU | L: PHL
1995-03-14 | w: SAN | L: MIN
1995-03-14 | w: NYK | L: DEN
1995-03-14 | w: PHX | L: DET
1995-03-14 | w: UTH | L: ORL
1995-03-14 | w: POR | L: MIA
1995-03-14 | w: MIL | L: CHH
1995-03-14 | w: DAL | L: SAC
1995-03-14 | w: OKC | L: BOS
1995-03-14 | w: CHI | L: WAS
1995-03-15 | w: GOS | L: LAL
1995-03-15 | w: CHI | L: ATL
1995-03-15 | w: BKN | L: ORL
1995-03-15 | w: LAC | L: DET
1995-03-15 | w: IND | L: MIL
1995-03-16 | w: SAN | L: PHL
1995-03-16 | w: CLE | L: UTH
1995-03-16 | w: HOU | L: MIN
1995-03-16 | w: POR | L: BOS
1995-03-16 | w: DEN | L: SAC
1995-03-16 | w: PHX | L: CHH
1995-03-16 | w: OKC | L: MIA
1995-03-17 | w: BOS | L: LAL
1995-03-17 | w: CHI | L: MIL
1995-03-17 | w: UTH | L: BKN
1995-03-17 | w: MIA | L: LAC
1995-03-17 | w: IND | L: ORL
1995-03-17 | w: DAL | L: PHL
1995-03-17 | w: SAC | L: GOS
1995-03-17 | w: MIN | L: CLE
1995-03-17 | w: NYK | L: WAS
1995-03-18 | w: SAN | L: DAL
1995-03-18 | w: NYK | L: BKN
1995-03-18 | w: ATL | L: PHX
1995-03-18 | w: DEN | L: POR
1995-03-18 | w: OKC | L: DET
1995-03-19 | w: GOS | L: DET
1995-03-19 | w: LAL | L: SAC
1995-03-19 | w: HOU | L: PHL
1995-03-19 | w: PHX | L: MIA
1995-03-19 | w: IND | L: CHI
1995-03-19 | w: MIL | L: BOS
1995-03-19 | w: MIN | L: LAC
1995-03-19 | w: CHH | L: UTH
1995-03-19 | w: WAS | L: CLE
1995-03-20 | w: SAN | L: OKC
1995-03-20 | w: DAL | L: CLE
1995-03-20 | w: ATL | L: LAC
1995-03-20 | w: SAC | L: DEN
1995-03-21 | w: CHH | L: NYK
1995-03-21 | w: OKC | L: HOU
1995-03-21 | w: ORL | L: PHX
1995-03-21 | w: DET | L: BKN
1995-03-21 | w: MIA | L: IND
1995-03-21 | w: POR | L: WAS
1995-03-21 | w: MIL | L: GOS
1995-03-22 | w: PHL | L: GOS
1995-03-22 | w: LAL | L: POR
1995-03-22 | w: CHI | L: BOS
1995-03-22 | w: SAN | L: BKN
1995-03-22 | w: CLE | L: SAC
1995-03-22 | w: UTH | L: DEN
1995-03-22 | w: IND | L: LAC
1995-03-22 | w: MIA | L: ATL
1995-03-22 | w: DAL | L: MIN
1995-03-23 | w: UTH | L: HOU
1995-03-23 | w: ORL | L: CHH
1995-03-23 | w: DAL | L: DET
1995-03-23 | w: MIL | L: LAC
1995-03-23 | w: NYK | L: DEN
1995-03-23 | w: OKC | L: WAS
1995-03-24 | w: BOS | L: PHL
1995-03-24 | w: LAL | L: WAS
1995-03-24 | w: ORL | L: CHI
1995-03-24 | w: HOU | L: PHX
1995-03-24 | w: CLE | L: ATL
1995-03-24 | w: MIA | L: GOS
1995-03-24 | w: OKC | L: POR
1995-03-24 | w: IND | L: SAC
1995-03-24 | w: SAN | L: MIN
1995-03-25 | w: IND | L: PHL
1995-03-25 | w: NYK | L: LAC
1995-03-25 | w: DET | L: BOS
1995-03-25 | w: BKN | L: MIA
1995-03-25 | w: CHI | L: ATL
1995-03-25 | w: SAN | L: MIL
1995-03-25 | w: DAL | L: UTH
1995-03-25 | w: CHH | L: CLE
1995-03-26 | w: LAL | L: HOU
1995-03-26 | w: ORL | L: GOS
1995-03-26 | w: DEN | L: POR
1995-03-26 | w: SAC | L: MIN
1995-03-26 | w: OKC | L: NYK
1995-03-27 | w: SAN | L: DET
1995-03-27 | w: UTH | L: WAS
1995-03-27 | w: IND | L: BKN
1995-03-27 | w: DEN | L: LAC
1995-03-28 | w: CHI | L: NYK
1995-03-28 | w: UTH | L: PHX
1995-03-28 | w: GOS | L: BKN
1995-03-28 | w: LAL | L: HOU
1995-03-28 | w: BOS | L: MIA
1995-03-28 | w: ATL | L: POR
1995-03-28 | w: DAL | L: MIL
1995-03-28 | w: SAC | L: ORL
1995-03-29 | w: PHL | L: CHH
1995-03-29 | w: SAN | L: LAL
1995-03-29 | w: NYK | L: DET
1995-03-29 | w: IND | L: CLE
1995-03-29 | w: OKC | L: MIN
1995-03-29 | w: MIA | L: WAS
1995-03-30 | w: ATL | L: GOS
1995-03-30 | w: CHI | L: BOS
1995-03-30 | w: POR | L: BKN
1995-03-30 | w: HOU | L: LAC
1995-03-30 | w: PHX | L: SAC
1995-03-30 | w: DAL | L: CHH
1995-03-31 | w: PHL | L: POR
1995-03-31 | w: SAN | L: MIL
1995-03-31 | w: LAL | L: ATL
1995-03-31 | w: NYK | L: DAL
1995-03-31 | w: PHX | L: MIN
1995-03-31 | w: BOS | L: MIA
1995-03-31 | w: CLE | L: WAS
1995-03-31 | w: ORL | L: UTH
1995-03-31 | w: DEN | L: IND
1995-03-31 | w: OKC | L: SAC
1995-04-01 | w: MIN | L: GOS
1995-04-01 | w: CHI | L: PHL
1995-04-01 | w: MIL | L: HOU
1995-04-01 | w: LAC | L: UTH
1995-04-02 | w: SAN | L: PHX
1995-04-02 | w: LAL | L: ORL
1995-04-02 | w: BOS | L: DAL
1995-04-02 | w: NYK | L: BKN
1995-04-02 | w: DEN | L: CLE
1995-04-02 | w: DET | L: WAS
1995-04-02 | w: CHH | L: MIA
1995-04-02 | w: IND | L: POR
1995-04-02 | w: OKC | L: ATL
1995-04-04 | w: GOS | L: PHX
1995-04-04 | w: IND | L: NYK
1995-04-04 | w: BOS | L: CLE
1995-04-04 | w: SAN | L: LAC
1995-04-04 | w: MIA | L: PHL
1995-04-04 | w: POR | L: MIN
1995-04-04 | w: UTH | L: OKC
1995-04-04 | w: SAC | L: HOU
1995-04-04 | w: LAL | L: DEN
1995-04-05 | w: CHI | L: BKN
1995-04-05 | w: ORL | L: DET
1995-04-05 | w: IND | L: WAS
1995-04-05 | w: ATL | L: CLE
1995-04-05 | w: NYK | L: MIL
1995-04-05 | w: DAL | L: LAL
1995-04-05 | w: CHH | L: PHL
1995-04-06 | w: HOU | L: GOS
1995-04-06 | w: SAN | L: SAC
1995-04-06 | w: OKC | L: DEN
1995-04-06 | w: PHX | L: WAS
1995-04-07 | w: LAL | L: UTH
1995-04-07 | w: CHI | L: CLE
1995-04-07 | w: BOS | L: PHL
1995-04-07 | w: DET | L: ORL
1995-04-07 | w: POR | L: HOU
1995-04-07 | w: ATL | L: IND
1995-04-07 | w: MIL | L: BKN
1995-04-07 | w: DAL | L: MIN
1995-04-07 | w: CHH | L: WAS
1995-04-08 | w: PHL | L: ORL
1995-04-08 | w: SAN | L: GOS
1995-04-08 | w: NYK | L: DET
1995-04-08 | w: BKN | L: MIA
1995-04-08 | w: OKC | L: DAL
1995-04-08 | w: LAC | L: SAC
1995-04-09 | w: SAN | L: LAL
1995-04-09 | w: CLE | L: CHI
1995-04-09 | w: PHX | L: POR
1995-04-09 | w: IND | L: CHH
1995-04-09 | w: MIL | L: ATL
1995-04-09 | w: HOU | L: DEN
1995-04-09 | w: BOS | L: WAS
1995-04-10 | w: GOS | L: DAL
1995-04-10 | w: CHH | L: BOS
1995-04-10 | w: DEN | L: MIN
1995-04-11 | w: ATL | L: PHL
1995-04-11 | w: POR | L: SAN
1995-04-11 | w: CHI | L: IND
1995-04-11 | w: NYK | L: MIA
1995-04-11 | w: DAL | L: HOU
1995-04-11 | w: SAC | L: LAC
1995-04-11 | w: ORL | L: CLE
1995-04-11 | w: UTH | L: LAL
1995-04-11 | w: MIL | L: DET
1995-04-11 | w: PHX | L: OKC
1995-04-12 | w: PHX | L: SAN
1995-04-12 | w: CHI | L: DET
1995-04-12 | w: ATL | L: WAS
1995-04-12 | w: SAC | L: LAL
1995-04-12 | w: CHH | L: BKN
1995-04-12 | w: GOS | L: MIN
1995-04-13 | w: PHL | L: BKN
1995-04-13 | w: NYK | L: WAS
1995-04-13 | w: BOS | L: ORL
1995-04-13 | w: HOU | L: POR
1995-04-13 | w: DEN | L: LAC
1995-04-13 | w: MIA | L: CLE
1995-04-13 | w: UTH | L: GOS
1995-04-13 | w: OKC | L: DAL
1995-04-14 | w: SAN | L: SAC
1995-04-14 | w: CLE | L: ATL
1995-04-14 | w: CHH | L: DET
1995-04-14 | w: NYK | L: IND
1995-04-14 | w: DEN | L: PHX
1995-04-14 | w: MIN | L: MIL
1995-04-15 | w: OKC | L: GOS
1995-04-15 | w: PHX | L: LAL
1995-04-15 | w: BOS | L: DET
1995-04-15 | w: PHL | L: BKN
1995-04-15 | w: HOU | L: SAC
1995-04-15 | w: MIA | L: ORL
1995-04-15 | w: DAL | L: POR
1995-04-15 | w: UTH | L: LAC
1995-04-15 | w: WAS | L: MIL
1995-04-16 | w: LAL | L: DAL
1995-04-16 | w: CHI | L: NYK
1995-04-16 | w: IND | L: MIN
1995-04-16 | w: SAN | L: DEN
1995-04-16 | w: ATL | L: CHH
1995-04-17 | w: CHH | L: PHL
1995-04-17 | w: MIL | L: NYK
1995-04-17 | w: BOS | L: BKN
1995-04-17 | w: HOU | L: LAC
1995-04-17 | w: ORL | L: WAS
1995-04-17 | w: CHI | L: MIA
1995-04-17 | w: POR | L: OKC
1995-04-18 | w: GOS | L: POR
1995-04-18 | w: SAN | L: DEN
1995-04-18 | w: OKC | L: LAL
1995-04-18 | w: PHX | L: SAC
1995-04-18 | w: DET | L: CLE
1995-04-18 | w: DAL | L: LAC
1995-04-18 | w: UTH | L: MIN
1995-04-19 | w: ATL | L: BKN
1995-04-19 | w: CLE | L: MIA
1995-04-19 | w: UTH | L: HOU
1995-04-19 | w: IND | L: PHL
1995-04-19 | w: MIL | L: BOS
1995-04-19 | w: DEN | L: MIN
1995-04-19 | w: WAS | L: ORL
1995-04-20 | w: SAC | L: GOS
1995-04-20 | w: CHI | L: DET
1995-04-20 | w: POR | L: LAL
1995-04-20 | w: SAN | L: DAL
1995-04-20 | w: NYK | L: CHH
1995-04-20 | w: OKC | L: HOU
1995-04-21 | w: PHL | L: MIA
1995-04-21 | w: SAN | L: LAC
1995-04-21 | w: PHX | L: DAL
1995-04-21 | w: NYK | L: BOS
1995-04-21 | w: BKN | L: WAS
1995-04-21 | w: CLE | L: MIL
1995-04-21 | w: ORL | L: IND
1995-04-21 | w: UTH | L: MIN
1995-04-21 | w: ATL | L: DET
1995-04-21 | w: SAC | L: OKC
1995-04-22 | w: DEN | L: GOS
1995-04-22 | w: POR | L: LAL
1995-04-22 | w: CHI | L: CHH
1995-04-23 | w: NYK | L: ORL
1995-04-23 | w: PHX | L: OKC
1995-04-23 | w: BKN | L: BOS
1995-04-23 | w: UTH | L: HOU
1995-04-23 | w: LAC | L: DAL
1995-04-23 | w: MIA | L: DET
1995-04-23 | w: POR | L: GOS
1995-04-23 | w: IND | L: ATL
1995-04-23 | w: MIL | L: CHI
1995-04-23 | w: DEN | L: SAC
1995-04-23 | w: SAN | L: MIN
1995-04-23 | w: CHH | L: CLE
1995-04-23 | w: WAS | L: PHL
============ End of Regular Season ============
1995-04-27 | w: NYK | L: CLE
1995-04-27 | w: UTH | L: HOU
1995-04-27 | w: IND | L: ATL
1995-04-27 | w: OKC | L: LAL
1995-04-28 | w: SAN | L: DEN
1995-04-28 | w: PHX | L: POR
1995-04-28 | w: ORL | L: BOS
1995-04-28 | w: CHI | L: CHH
1995-04-29 | w: CLE | L: NYK
1995-04-29 | w: HOU | L: UTH
1995-04-29 | w: IND | L: ATL
1995-04-29 | w: LAL | L: OKC
1995-04-30 | w: SAN | L: DEN
1995-04-30 | w: PHX | L: POR
1995-04-30 | w: BOS | L: ORL
1995-04-30 | w: CHH | L: CHI
1995-05-01 | w: LAL | L: OKC
1995-05-01 | w: NYK | L: CLE
1995-05-02 | w: CHI | L: CHH
1995-05-02 | w: PHX | L: POR
1995-05-02 | w: IND | L: ATL
1995-05-02 | w: SAN | L: DEN
1995-05-03 | w: ORL | L: BOS
1995-05-03 | w: UTH | L: HOU
1995-05-04 | w: LAL | L: OKC
1995-05-04 | w: CHI | L: CHH
1995-05-04 | w: NYK | L: CLE
1995-05-05 | w: ORL | L: BOS
1995-05-05 | w: HOU | L: UTH
1995-05-06 | w: SAN | L: LAL
1995-05-07 | w: IND | L: NYK
1995-05-07 | w: ORL | L: CHI
1995-05-07 | w: HOU | L: UTH
1995-05-08 | w: SAN | L: LAL
1995-05-09 | w: NYK | L: IND
1995-05-09 | w: PHX | L: HOU
1995-05-10 | w: CHI | L: ORL
1995-05-11 | w: PHX | L: HOU
1995-05-11 | w: IND | L: NYK
1995-05-12 | w: LAL | L: SAN
1995-05-12 | w: ORL | L: CHI
1995-05-13 | w: HOU | L: PHX
1995-05-13 | w: IND | L: NYK
1995-05-14 | w: SAN | L: LAL
1995-05-14 | w: CHI | L: ORL
1995-05-14 | w: PHX | L: HOU
1995-05-16 | w: LAL | L: SAN
1995-05-16 | w: HOU | L: PHX
1995-05-16 | w: ORL | L: CHI
1995-05-17 | w: NYK | L: IND
1995-05-18 | w: SAN | L: LAL
1995-05-18 | w: ORL | L: CHI
1995-05-18 | w: HOU | L: PHX
1995-05-19 | w: NYK | L: IND
1995-05-20 | w: HOU | L: PHX
1995-05-21 | w: IND | L: NYK
1995-05-22 | w: HOU | L: SAN
1995-05-23 | w: ORL | L: IND
1995-05-24 | w: HOU | L: SAN
1995-05-25 | w: ORL | L: IND
1995-05-26 | w: SAN | L: HOU
1995-05-27 | w: IND | L: ORL
1995-05-28 | w: SAN | L: HOU
1995-05-29 | w: IND | L: ORL
1995-05-30 | w: HOU | L: SAN
1995-05-31 | w: ORL | L: IND
1995-06-01 | w: HOU | L: SAN
1995-06-02 | w: IND | L: ORL
1995-06-04 | w: ORL | L: IND
1995-06-07 | w: HOU | L: ORL
1995-06-09 | w: HOU | L: ORL
1995-06-11 | w: HOU | L: ORL
1995-06-14 | w: HOU | L: ORL
============ End of Playoffs ============
